Store,Analyst,Industry,Type,Title,Link,Published,Summary
Dick's Sporting Goods,Ashwin Nair,Mass Merchandisers,Closing,Rapids lose first match of Matt Wells era at Dick’s Sporting Goods Park to St. Louis CITY - The Denver Post,https://news.google.com/rss/articles/CBMiggFBVV95cUxPeTF2WXZKOVQxcnZzYkg1d215QkVrR1c5bUZxeUhXN0xmN3FvX1ZMNGwyR00xWXhfMTUtLUJMQ3pBUnNnQ29zX3F1YlVfM0RoNGwyeWhpQXhRY3l1d2JvT2p6ZnZKMkpMb29RX1lSdEM5WnZlS09kOHFyeVRYdkxkX3h3?oc=5,"Sun, 10 May 2026 17:25:50 GMT",Rapids lose first match of Matt Wells era at Dick’s Sporting Goods Park to St. Louis CITY The Denver Post
Walgreens,Komal Agrawal,Drug Retailers,Closing,"Chatham residents, Walgreens officials discuss store closing - CBS News",https://news.google.com/rss/articles/CBMiogFBVV95cUxObDdzSHJpcEZfUU9BSi1iekNOV2gyYmstSThyS0l3YTJTMENSQmpSY1ZJOThJWHNFdVBNZWdieHlXR2l2VmFaa0dtUVlVRDJfbjhSSTNvQXZ0QnA2S3N6TjhrYmdqNk9JeUZkbXYtZ2ljMWZkbnpXVUJfTU5DanlsdUNHMHFWY0Y0c1I5bk9lTVladzlvQTVRWmU3blhBRGZYQkE?oc=5,"Sun, 10 May 2026 20:28:00 GMT","Chatham residents, Walgreens officials discuss store closing CBS News"
Walgreens,Komal Agrawal,Drug Retailers,Closing,Essential retailer shuts hundreds of stores as protests grow - thestreet.com,https://news.google.com/rss/articles/CBMipgFBVV95cUxQRlpOMWNBOXUzajUxdFhiY3RSU3gtNzc1Rnc3anNCSlpxVXhuV0J0UjJWVGM5dzhKclhZMEdSQWczOXFrUmxHc0laQU1yclJGYUN1MVpDbXhyQVdKSkJsOThDZ1lYRnhvTjlQZVB4eHQ1T1FuczJUak5aTG51UnFDajB2MlR6YjhXcW9IcjJZb0xBa3JiblplMUUtVmJjakROYVZjVHdn?oc=5,"Sun, 10 May 2026 17:02:48 GMT",Essential retailer shuts hundreds of stores as protests grow thestreet.com
Walgreens,Komal Agrawal,Drug Retailers,Closing,"Walgreens to close Chatham store after more than $1M loss, cites theft and declining sales - FOX 32 Chicago",https://news.google.com/rss/articles/CBMitgFBVV95cUxNREktajV0cHJaQTMtTmMySExhUXF6aTNQdExMVWlmYmtTQkhRRUs2RjVjdkl4Y3J1eHNnUllibktIOEdYdDRUWGI3VWN5RThDS2JPdVh6MU4ydjZPM0tDS19mV1g4aW5DcGpTTUh3TmdrR1VQMEZfQWl4dXRCLTRZelQwLS1ud19zcGJaZFNJRjVaX0pISTJTRjYyMHU0NUJmSUROZ0VsOURFSUloYVVkU3E2Q0RkQdIBuwFBVV95cUxQa2QwQjlsUzJVMm5LdWh0RUxMVFV4akxmcVdsalhSSDhfWTFEWFhaZWlleXEyeXY0YjAzVk4yRmNhVUF6YzRYSlQ5RzV4WVctZzgwcUJUZ1lkSHVyb1lBNEZPUTRQamVRenZ3d1FqN01UeHQtak1mVVVXMl9TUndSbmR6d2pNRjlQOUJRQTJUZXZnWXFOUGk4UThlb2Y4cXY3MWYyM2ZyZ0o3bDdnY2p5bWtETDdDblN0VEpN?oc=5,"Sun, 10 May 2026 02:33:40 GMT","Walgreens to close Chatham store after more than $1M loss, cites theft and declining sales FOX 32 Chicago"
Walgreens,Komal Agrawal,Drug Retailers,Closing,"Townhall meeting held between Chatham residents, Walgreens officials regarding store closing - CBS News",https://news.google.com/rss/articles/CBMinwFBVV95cUxPTXk3VGY5RDBQQnhZSUw5RFh1Ym42bVVwUEJzNHI4eG55aGdzcGhaOVFldkhWQ2VaM2ZZUXBtdzJKVEhTbTNrZWRKOWtMczV6UTZIY0oyLUxMYl90amlPTTVtYzNLeG14VDFSRzZSanY0dVpXQ01tZGdkUEU3TGw5XzNDZEpqNVdiYzBYQTlPMDl0SE5vRGZvRF82ZXc5U28?oc=5,"Sat, 09 May 2026 22:47:00 GMT","Townhall meeting held between Chatham residents, Walgreens officials regarding store closing CBS News"
Walgreens,Komal Agrawal,Drug Retailers,Closing,Alderman Hall slams Walgreens store closures - The Chicago Crusader,https://news.google.com/rss/articles/CBMifkFVX3lxTE9lcXlTV2FMVGFRLUpJSXVaWHE1WlZFdFp3M3pJN255RXhtbk8xV2pJVVpTRkVUbXlJeERUcWRFY3IzNDRYcWpZTy1sZjZkNmkwYUk0eXVwWWV3NzMyeUR0SThvdmgyeHdKaUpGVVh2SkxWVF84ZU5QQWlmcmxMUQ?oc=5,"Sat, 09 May 2026 17:24:04 GMT",Alderman Hall slams Walgreens store closures The Chicago Crusader
O'Reilly Auto Parts,Bhavesh Phulwani,Mass Merchandisers,Opening,What's that planned by O'Reilly Auto Parts on Thomas St. in Memphis? - MSN,https://news.google.com/rss/articles/CBMi0gFBVV95cUxNMEFobk9FVUU3OWdUeWY2b2lHalFZNHp5OXp0T2t0aEZLbF9VazJmbWhNRG02V3YzTjJTUzY3dlk4MlRNbzUwVEZFemZvTXZndlB3azNXQUE5YnpCT1dydnI5UnVSVFFjcjRINzFtQlcxNkZBLWR5eERzUEFhdXk0YW1VZm5oOE4tTmhkSU9BWGNxWVpSVDFoU1U3S2oyakJ0eXZRVWpTQ1c2TVhyQXhDRG00RFJjY05lbTNDR0lPVnJCMTZ6ekRqVFFJaHRrejBVRWc?oc=5,"Sat, 09 May 2026 15:25:00 GMT",What's that planned by O'Reilly Auto Parts on Thomas St. in Memphis? MSN
O'Reilly Auto Parts,Bhavesh Phulwani,Mass Merchandisers,Closing,NASCAR Results Today: O’Reilly Series Results at Watkins Glen - Sportsnaut,https://news.google.com/rss/articles/CBMilwFBVV95cUxOQXRqZGhNZUZmVWJzck1SU2p3M0NHc3VSRzU4RFNKN1RZeWc5OGdDeVJnWW1qY2tpY0pTLXNyOWxzUzhjUDRibzN0SjdXTTJ5dDRRVHpIREZXdTVSQTFYT1ZtTUQ5MFhycm9zckJIcFZ2aWNPXzlmaDBQeC01bVZjSXAxWWUyRVd6bklLcThVdHNMYXpYeUVj?oc=5,"Sun, 10 May 2026 01:31:33 GMT",NASCAR Results Today: O’Reilly Series Results at Watkins Glen Sportsnaut
Party City,Dhiraj Manghani,Mass Merchandisers,Closing,"Party City Is Closing All Stores, Going Out Of Business After 40 Years (8bZFfOvW4I) - Fathom Journal",https://news.google.com/rss/articles/CBMicEFVX3lxTFByNUdmU1QtNHJoNTdkX29lY25pSzljbUVtUW9zM1pydzNMNVJyeWxaU0xFVFN2UXZGcHVnWXF6aUluS1Z3UGxSVW5BalE2a2ZvcmNqV0d0VVZjRkx0NV9XeGF2NmctemZNcE9OOGFrakg?oc=5,"Sat, 09 May 2026 03:27:19 GMT","Party City Is Closing All Stores, Going Out Of Business After 40 Years (8bZFfOvW4I) Fathom Journal"
Sam's Club,Dhiraj Manghani,Mass Merchandisers,Opening,Sam's Club to open huge mega store with 14-pump gas station MINUTES from Costco - the-sun.com,https://news.google.com/rss/articles/CBMijAFBVV95cUxPbnVxaFFxTU5yWnBWNU9KSWpWS3FoQ2tRMWFjUHBaMk83amZDYU93RlFLREpWM1BGNEVvYVZOVzMxWVA5Wm5meUNmb3h3T1lDcXVNcHc0ZnBsMXRnNFZ4SUpyNC1yUFB6ckxidGpwbkgwNjJJRk1fU1dxZHlLYWVmSzBac1ZJbmRDQWx5bA?oc=5,"Sun, 10 May 2026 19:40:16 GMT",Sam's Club to open huge mega store with 14-pump gas station MINUTES from Costco the-sun.com
