Store,Analyst,Industry,Type,Title,Link,Published,Summary
Barnes and Noble,Ashwin Nair,Mass Merchandisers,Opening,Barnes & Noble's new Clovis location gets opening date - ABC30 Fresno,https://news.google.com/rss/articles/CBMijAFBVV95cUxOVkZwNWNRYUdRR0MwbUh6TEFCSWFDdmVuNEk3LUlSVnppcjB2SEd0RS1fbTdxeF9DbVpsTmNEMjdSYWNIbWlFOGljU1FiTkNpMUsycmE5cEVqN3Q5Sm5kY2ttbWZxQW5RWmVkcllGQm1iNmI0czRYTlRsRTRQZE9rMjdaUm5vZ3hKR3hnX9IBkgFBVV95cUxPRVhRYzZjUWVORkVBWTFYLUU2QWV5cGpqczNxb2VKSEVOcGVJX3ExV3NobGJyNmJHWkIyYkhYUFZNSU1XMjBqbDBwekVQV3E0bWZ5Y1lsNDd4UzR1MU9GZ2VGV3JZTXNsUjFaQmdlRzlIT2ctQUc3c0VRdlRYV0lnU2pySWhaQjhuSUJQWWpTVHAtQQ?oc=5,"Thu, 23 Apr 2026 14:06:36 GMT",Barnes & Noble's new Clovis location gets opening date ABC30 Fresno
BJ's Wholesale Club,Ashwin Nair,Mass Merchandisers,Opening,BJ’s Wholesale Club will open soon in Fort Worth - Fort Worth Star-Telegram,https://news.google.com/rss/articles/CBMiggFBVV95cUxNcTZNUEF3SUlKOEdoWVdaM0JGdTd3RjdoZ3dKRjVhYjRDdGxtOWRjdVlUT3VKTFBOWTVlMC04STA3OWlmbmhHX05NcHRTZVh6eEJjWUx0VDZiRkRxM204bVNqRW5fWno3SUFTTlRTNkxlWkV4VEV4a1l2eS1IN05La0hB?oc=5,"Fri, 24 Apr 2026 22:15:03 GMT",BJ’s Wholesale Club will open soon in Fort Worth Fort Worth Star-Telegram
BJ's Wholesale Club,Ashwin Nair,Mass Merchandisers,Opening,BJ’s Wholesale Club is about to open in Fort Worth. Take a look inside. - Fort Worth Star-Telegram,https://news.google.com/rss/articles/CBMiggFBVV95cUxNYUJzcjdXWHlDS2JONmRFeUlZZlk3bGxnMldDeGxwTEYyM0xLZnZZTWhxSmZfTm1XVDhJM1lWMUNhM3V0blAtQWJMNTBIaTg3b2lYQmh6dEZBUF83MzJjcTZCSkh5eEh1NFlMWUJNTjFocUtkZUg1bEFBMHY2STUtRXBR0gGCAUFVX3lxTFBCeUZIOXB1UzFHNUttcWZlUzJLelJWQWJmb09LNWpFbm1IQkp3MTlCQ3Q1TDAxZDNVVGZNeFB6SEh2S1Q1ZzQ4UnBIS0ZHMGxia19mc1dMLW45YzZvZVd6MUJjcS1vZkx3WW5qMzRjTUUwTWFvcmxJY3ozU1h0Q1MtSFE?oc=5,"Fri, 24 Apr 2026 21:10:02 GMT",BJ’s Wholesale Club is about to open in Fort Worth. Take a look inside. Fort Worth Star-Telegram
Burlington Stores,Ashwin Nair,Mass Merchandisers,Opening,Burlington to open Eagan store in former OfficeMax space - The Business Journals,https://news.google.com/rss/articles/CBMijwFBVV95cUxOcGxhdzc5N2tpZWJIU2ZINExLS2lZeE9RanRkdUZsejAwVXlxVXJ4eV8wQmNhWTBmVTdaRU5Kdk50Z0pQcXJZYlNiSk9GMV9EYzBqWXFFTGNyZkRIamhOZ3VXVEV6STlWRFA0ZHJyT3ZoTUYycWVMSTBFMk95TnEwRVluLXJleTNTdGR0YlNvaw?oc=5,"Fri, 24 Apr 2026 18:18:00 GMT",Burlington to open Eagan store in former OfficeMax space The Business Journals
Harris Teeter,Ashwin Nair,Grocery,Opening,Harris Teeter thinks it's found the perfect spot to reenter Jax market - The Business Journals,https://news.google.com/rss/articles/CBMijAFBVV95cUxPM3UxUW1sMlhPYW9kTkh3QXFVMEV0WVY4ZXRVSDBmc0xBYXVyTmQtZU10V1FvdjFZTllJM1YwU3kxS0hIU0lmc0JqY0FzdXc4YlgxZ0Q5Vm5zM1RUVWwtWHd4cE03TURPcEFGNUlrSzg5VHNwYnFSYnM3aTB0VGI3SkxRTGZGN0lsQndZaA?oc=5,"Fri, 24 Apr 2026 18:49:00 GMT",Harris Teeter thinks it's found the perfect spot to reenter Jax market The Business Journals
Walgreens,Komal Agrawal,Drug Retailers,Closing,Walgreens closures and fast-food revamps mark retail shift - MSN,https://news.google.com/rss/articles/CBMi8gFBVV95cUxPMW0tNUU4Z3JSemF1Q3VCcXNFV0hkZVJqVU9XZ2l3WldmdldXS2lvMGlRTHlGY2o2Q2E3YS1SRi1YejlVbmFHRTN1UGVmemZsMnVPcVh2NHk4OHpkN0hYNk1RZWtSV0FJakx6WnNfWGRfTjhkdDJIY1ZGN0VGZ2tQT0d1MmlNOERJS2RCd0VlekF3THlOTWZ6Nlp3cE1tMnVMOHB4bnRpN0ctUkFSd1lDbUcxdGwwbm43U3BFSnVQWmFENEt1QVgtakYzSmVsTEs0N3BPN3oxYWl3RHJUZWdUclFnb0hnV0dtTmVQYzE5RUpCZw?oc=5,"Thu, 23 Apr 2026 17:38:55 GMT",Walgreens closures and fast-food revamps mark retail shift MSN
Hy-Vee,Komal Agrawal,Grocery,Closing,Hy-Vee shutting down major facilities; hundreds of jobs impacted across Iowa - MSN,https://news.google.com/rss/articles/CBMi_AJBVV95cUxPMmQ2MzI2RGM1d2Y4bnBweElBMldTOE9vcWZJLVV1eVZRUXA5YXUta2Q1dU5PMkZGSDJHQzY0SUJhQ2dXU0Ffdm1oZVEwOUVuakZ5azQ4Wmw3QlA0OTJtN3ktdzVMTU41Zmo5RlFQV3VhTTVDNFdKZTZyWFFmcnZJY2tSVjg1UEJtVmxZRE5GamNhWkpvVnYzVUl0ZmpzSTdNZDczeTREMlpCM1QteUNTOG9mX2NfbUhIMlk3UmVBU0M5bTlHNkE5WElBVjVhdVdGWk8tRFVrRnY5bUprNWdMT2xhcFQxeHFDVnhXOW1YaG50WWt1RW1CUGozbUlfSk1mb0RpQkFnSHprLXdjdFJUVkFsWHJIV1B6U1lHdmlwRkk2clA1MC0zY2hqdzE0MlVYT0NBUzVjWTZiajk0TU90OUtMdnRyRHZGOFN1bWs5S0xVaXplTkRaWHdQNFFEaHpOX3pFaHFMS3Y3bDlrX0pVeGJvaWRjV1N3UmFqNg?oc=5,"Thu, 23 Apr 2026 16:07:36 GMT",Hy-Vee shutting down major facilities; hundreds of jobs impacted across Iowa MSN
Giant Eagle,Komal Agrawal,Grocery,Closing,Giant Eagle at Parkway Center closing after more than 40 years - MSN,https://news.google.com/rss/articles/CBMi6gJBVV95cUxQOHZIbzY4RXZ4Ui1hZEF0d0hFcFo1NXUzRWRSVHFMc0ctV0tvYVM1TnJ2d002R0RaN2xQa01sVXVHTVJpUUlUd0dkaTRkRXBLbzg2U0x1WHJoNVVuRnp3UXFuOWVfVTB5djJXY19LWkZ1NHhWTDh6TUl3RU85Qk8yTnk0QzNkX3B6X25pNDdBcGxuMVNSOGR1V0pwb3NrV1J6dWtBQmxObXVZNVFkcEQ2TVZNdlV1bGxHb0pyMldRajIwdmM0dG5Oek9iY08tUU5idGU4akFWVUFEZDhibTFSZkVJY0VNaWFTWHRMMzdQcG04ZFVFb2Y0dnA2Wk5tTTFfb0RYSUhrdnRfMVpxTXc4amRVTVhFOFpiZWpXRjlQRS1iX2pLQlhyT0k4OVFBbEZZbnNqN3RwN2lQakpfSGIzLW1OSU5jdE5BaHRwaGV0QmlzaG5wRWJsemdnNG9ZZU9oUDRuSnVJSlJtZw?oc=5,"Thu, 23 Apr 2026 20:35:56 GMT",Giant Eagle at Parkway Center closing after more than 40 years MSN
HomeGoods,Bhavesh Phulwani,Mass Merchandisers,Opening,Plans for Oswego HomeGoods store gain Village Board approval - Shaw Local,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPTG9vbTJNYW1LbW1wQjVCOUJMRUtSZXJ5N1A5UVozajZBNDByN1VBMTJQVXZzNzQ4V21FVHFUVUJXOS01RVhIS0o4TUVUVjZzWWh3QXhzcVdGbmVxZllNLWFicTl1ajg0QWw4dVlfTEhyUVh3TkdTekxLYTc3Mkt3d2ZGZHNNNGdCSGNVNG9hZEY1Tno3cVFkMXptclI3cXBKM3RZaUt4eWl4Z3dtajBFMDBERkxxazQ3?oc=5,"Thu, 23 Apr 2026 17:40:58 GMT",Plans for Oswego HomeGoods store gain Village Board approval Shaw Local
Marshalls,Bhavesh Phulwani,Mass Merchandisers,Opening,New Marshalls in Conway set to open by end of April - MSN,https://news.google.com/rss/articles/CBMi5wJBVV95cUxPUjc2Nmx5Z1FjbHRWeG5XZC1HRHlqbFpEOTE4TXpnMkVjLW8tc2Ruc0ZLemc4bXZfZGRIN01aYmxsUlo5X3cwdTBHNWE2ZEt2SmFWNjJBUWxyMW1obDhfUWc0Nk5FdjhXVVJ6aDBWdkFjQUZ0Nm5vejRmei1sOE5qMUtpejlPclBZUDRraU41NkJiTlowaHJkRE9yaWlhajMxOGRBem5uOGM4ZnB0ZExUUVViOWo0bVU2a1JEV2RaR2RDai1CY3JnRFgzOWt1TzI0SUZfQXBaQTZzZjVsS3YzOVRsbmk3TDVIWXBIY2pZYUo1dkxlckI3S3c0MkxTaGZLOEdVbkZ0eWE1aUR0TWZGOUV2VldJckZmdlpDNGF6c0tYSl9kQ1dCWGF4N05yZVhaNE1SQjVEWC12aUFIZnRHbFQ3U2ozUG5lNlhBY2RsNDBBUTZNUXBGdjJVWEJMYkF4UmxpVzdCbw?oc=5,"Thu, 23 Apr 2026 10:43:09 GMT",New Marshalls in Conway set to open by end of April MSN
Meijer,Bhavesh Phulwani,Mass Merchandisers,Opening,"After legal fight, Metro Detroit Meijer expected to open by late summer 2026 - MLive.com",https://news.google.com/rss/articles/CBMiwAFBVV95cUxNclQweE1rM1d1Q0otaDFRLXlDOGh5OHU1WVh6dC1LbG9aUWM1WWtpcXhFaFJiSXY2QVg2aHc4SU5QS0k0WTZBdDhpdHE5blpDQkktcnZfS0g0UC1aSDRJc2ozRnFpRlBBaVh1YzVkbURsY0Mtdy05T3BadzRqUkNOWEhNRU9vZU1xbFZTcWlTWkRpX0Vsd1o5ZFY5QndCOGZKdXhfR0pSSGkwRmpJaldDaTdad0NCU2JFUDZ2ZHpOVkzSAdQBQVVfeXFMTzQ2a09pcGxMUExVdXdSM2lZRVJnblVjM1E4N1pCVWVmZm9vb080RDU3REF2blpWT2ZmYndWbF9xbkg3VGZoRTNQa2RTYzYtaFdzSk1UX0tMZVZoT1A2QmNuUmhDbjhJcEpLSWRabVZlYjVYRnpfRkQ3UjBnTVZydnpZNFVvX2RZdkVTT25wUHVpRG1taWRmMTVmV1l2ZDItaHJhVjlhbEczclRlRnJSTjM4TzNieEtQZklfS0p3WEpiNDRtNXpialdGYlN6S0NGdXNSbms?oc=5,"Fri, 24 Apr 2026 13:07:00 GMT","After legal fight, Metro Detroit Meijer expected to open by late summer 2026 MLive.com"
O'Reilly Auto Parts,Bhavesh Phulwani,Mass Merchandisers,Opening,Large Retailer Coming Soon To Former Bobs Stores Spot In Milford - Patch,https://news.google.com/rss/articles/CBMinAFBVV95cUxPcER3NVMxWkxEblY1dXpaRkl4dllCODFEZmFFTTFLbFUtYl9TVFMxaGotQWlPQ0RGNktXcGR6eWc3alN3OWVNY1RROEJsMWdDb0ExUlV2OF9OSTNzUlR6anR2WDJtZm5FWDl3WXJRZEttNXBKcGZuVkU1N3hnYUNUVW1MS2JBWFJLWjhRa2RyMHpvN2lwWDF3ejFMM3XSAbYBQVVfeXFMT0xZS1Q5aE1IeExkaTAwZFZHZkVkTzBLWEhsbjNUU0I1allpZndpYXhKWm9vZ0VCbVBsUmJ0bG9hbFNqRDNveFFsNkRMQnQ2aTRiTVdPeVlxR3lrVDJ6Ql9BQ0hqb1B4SzFoREhJazdCaVJ5ME9UR01YbS1XXzhGTWFIalFITHFfVkFtVXExT1hMc0xfRjJKb0pSMFhtZ0lwWWFOQ1BmUDZ3Uk5sWkhXdUpQSjFVU2c?oc=5,"Thu, 23 Apr 2026 11:44:56 GMT",Large Retailer Coming Soon To Former Bobs Stores Spot In Milford Patch
O'Reilly Auto Parts,Bhavesh Phulwani,Mass Merchandisers,Opening,O'Reilly Auto Parts to open its 52nd CT store at the Milford Plaza - CT Insider,https://news.google.com/rss/articles/CBMimwFBVV95cUxQa1NaaVBTU29PbTMwbEtNUS13enVremRkd2c3aWYxeGV6dUEwZUhuajFYaFR4cUxsZEJ0TkZwOUJndkxPZ3NmRXFndm5La043c0VNYjZHN2FVLS11UFU0UzRiWXVEQml1VTBfNGZzNERwQm5GSDJJdnF1cWVKV0FidG9Ya3NVMFlLWEZKa2NWVmI5eXpTODU1VEVlMA?oc=5,"Thu, 23 Apr 2026 09:03:27 GMT",O'Reilly Auto Parts to open its 52nd CT store at the Milford Plaza CT Insider
