Store,Analyst,Industry,Type,Title,Link,Published,Summary
BJ's Wholesale Club,Ashwin Nair,Mass Merchandisers,Opening,BJ's Wholesale announces opening date for second DFW store - The Business Journals,https://news.google.com/rss/articles/CBMipgFBVV95cUxNaV9PVXdWenVKSU9qZm43Q0RDaWZGaEJMU2lURUVPUVg0TE9scWdwSjB0NTR0TFhhMUR6S0FIQWF5cmVyam80VmJCU3NRLXFuNVhJZ1VHX2tKLU1paG1wSzhNWDlfMXc0NUowSFVtcUlmSjJmUnRDbF8ydGdmUjdhRjRyd1VRcThRbG9fd0NzbkdON2JoZXlSVkp1QWxXSU5JUm1Jdk5n?oc=5,"Fri, 01 May 2026 19:18:00 GMT",BJ's Wholesale announces opening date for second DFW store The Business Journals
BJ's Wholesale Club,Ashwin Nair,Mass Merchandisers,Opening,BJ’s Sets Second Store Opening In DFW Metroplex - The Shelby Report,https://news.google.com/rss/articles/CBMirgFBVV95cUxNeUpIUlJtMVhUYmZ1eFhxeUtFMHV6NE1KWFJ0UWJDRDRXR3lsbFlteGVoRmZxeFBlOUgxS0NJUjdUVXdRcHphRGhLOGZQdzZPQUhTa0RKVmdYOU9oLUNubjU1ZXhOVXNGNExCU3JGcDhoRUVZTy1KTzU3dzlHVUxBRTE1bjVkNUZmRm8zOXNjMVl2amU0YkozWHd6b2c1cXJ2R3kxZUtSM1M0YmtKc0E?oc=5,"Fri, 01 May 2026 18:00:27 GMT",BJ’s Sets Second Store Opening In DFW Metroplex The Shelby Report
BJ's Wholesale Club,Ashwin Nair,Mass Merchandisers,Opening,BJ's Sets Opening for New Club in Waxahachie - Progressive Grocer,https://news.google.com/rss/articles/CBMidEFVX3lxTE1xOFZQZmFYU0ptSnVZWXBUM2hYOG0zNjMxQTZqdGVzOWtwc0VEUVdmYnNFVnE3VTRqMmwwekdlbnc3N1lYZElBb2dXNl94a0tpeGtoLXZYZGZYdkdKdklPVnlQaEdLOTdPNGtFVTVORGtGdHJr?oc=5,"Fri, 01 May 2026 17:14:40 GMT",BJ's Sets Opening for New Club in Waxahachie Progressive Grocer
BJ's Wholesale Club,Ashwin Nair,Mass Merchandisers,Opening,BJ’s Wholesale Club to Open Waxahachie Location as Texas Expansion Continues - citybiz,https://news.google.com/rss/articles/CBMitAFBVV95cUxPckNmN3BkS1E4bkZ5YmRmdXowSXRBdHA4WUdNMXRCS0ZlajBTVXdSYkphV0VLMi1MWF94dGJ1b2xpUjc3dkNuMUlPTFZwNnkyT0VJX0dnd0xIaWR1RDcxVVpLd1BmU2YzcUVRY1RwOTN1OXpXdVlOZHFZakdXSlU1ajB6YzNxWlNVLWRKdDUtY3NJWmpvZV9faGExaW9iWkNubDV0QlBOaHI2VVRZanVrTlZCOFc?oc=5,"Fri, 01 May 2026 14:30:37 GMT",BJ’s Wholesale Club to Open Waxahachie Location as Texas Expansion Continues citybiz
BJ's Wholesale Club,Ashwin Nair,Mass Merchandisers,Opening,BJ’s Wholesale Club to Open Second Texas Location in Waxahachie - Store Brands,https://news.google.com/rss/articles/CBMihwFBVV95cUxNZW9sZzA1NHZydU4zc0psYTMxdW5XYUt2VGFwLWJSalRMZDNNNjFpTkE1a1h2eVhEd05TRG8zQnhGaGJFTkJpdFpuV3A1c01rdHlFSUJNcHdxVjNYeG1pZTlsQ2pOeERCVXNabGdpQTBCSzY2Zi1qQzdBb2VZcVlQRW1ldHNwa1k?oc=5,"Fri, 01 May 2026 13:52:27 GMT",BJ’s Wholesale Club to Open Second Texas Location in Waxahachie Store Brands
BJ's Wholesale Club,Ashwin Nair,Mass Merchandisers,Opening,"BJ’s Wholesale Club Announces Waxahachie, Texas Grand Opening - Yahoo Finance",https://news.google.com/rss/articles/CBMipgFBVV95cUxQV3RYaF9TRjFqLW5zSjN4dUM4YUFyZWY2REJseXpaWGtPRXg3eGQ4bk43Z1Z5WWF6MG1leFRtX05mQzVub3BmWkN6clJMb201elIxLWhsRm05ZWVWY0ZlZWVfX3ZLaU1xazhpazg4UXVMRmJpeF9JQ0RET21LYmJwLUVPT3dkeUxJcUdqMmxyX0xGRXZQZjNUY041LXZzOWU5MzMxTTV3?oc=5,"Fri, 01 May 2026 13:00:00 GMT","BJ’s Wholesale Club Announces Waxahachie, Texas Grand Opening Yahoo Finance"
BJ's Wholesale Club,Ashwin Nair,Mass Merchandisers,Closing,BJ’s Wholesale Club is expanding its footprint in Texas with Waxahachie location - Mass Market Retailers,https://news.google.com/rss/articles/CBMisgFBVV95cUxPSzVNbnRXUllyNWtON0l0aHZVM1hidDF4UUhiN3R5SWIyVzRQb1gzV3R6bjZmV2dQYUVrbGNGT2tBV0NNdl9NTXFQamFpN2VEWW81cjdZRHdROEtHTUoxa3IxU05Ub1RaY0JBa3dRZTYtclk4dnotZ1FkWmxvWGJSQmhWWnB4UmctZU5BZnp0SzIxOVNibzJKaTJ4OEtBRF94OFpHb0lPYk40RHc2VXVWT1VR?oc=5,"Fri, 01 May 2026 17:04:08 GMT",BJ’s Wholesale Club is expanding its footprint in Texas with Waxahachie location Mass Market Retailers
Burlington Stores,Ashwin Nair,Mass Merchandisers,Opening,SCV News | May 8: Burlington to Open New Store at Centre Pointe Village - SCVNews.com,https://news.google.com/rss/articles/CBMihAFBVV95cUxQTVlLZjZKYjZsQldLOXkwUkRYZDY4QU1pSF9mbjhxb0pvRTlubzZQc3llVUtUU0dMSnpNYlFIUnQ5eEoxc0dJcDdkcnVsZ0I2N0VNdGdIUTlhOWF0WFQwODJXZlczNk1jaUUyVS12NGVKRXBHTlI0cl95TUxSb3BSU3BTRkU?oc=5,"Thu, 30 Apr 2026 23:33:49 GMT",SCV News | May 8: Burlington to Open New Store at Centre Pointe Village SCVNews.com
Dick's Sporting Goods,Ashwin Nair,Mass Merchandisers,Opening,Dick’s Sporting Goods to open store in Lubbock - KCBD,https://news.google.com/rss/articles/CBMifEFVX3lxTE9nV0tBMERWYVNqVjk2Vy10X3hxVW9vc1U0eFIzS0ltckpZREVFdl9ZR0FTNXN0dWdHYUZDc2ZDNlNvU1VkM3d4Z29lak5pbjY0OGJoaV95REd3MjQtQnc2NkVnWmlSTzBpMEFXUElKUkctY1lBM0JxR1BNQTXSAZABQVVfeXFMUG1QOElsN2xnTi1hOF9OcVphV3JLaUpxTXd4SGcwMmpwSmlETVNRa1dYcXFBTHhSa2VfOWZTU2IxalU1bDZCUl92ZnNwR0RSbVYtZHlYcnpSVW9PT3JYSzVFUUQ1V0dKM0VSbWtDSjduS1pFQklVMDU1UjRLVzB3b2FXT2NRWGI2S1NFT01NQVdR?oc=5,"Fri, 01 May 2026 19:54:00 GMT",Dick’s Sporting Goods to open store in Lubbock KCBD
Dick's Sporting Goods,Ashwin Nair,Mass Merchandisers,Closing,Everything you need to know: 2026 Pittsburgh Marathon guide for runners and spectators - WTAE,https://news.google.com/rss/articles/CBMid0FVX3lxTFBPVEJrX0lfQ1pUdEdtSFlqSENMV0RXdE0tNmdYM1Q1WW1sZHVoeDRGNU81T3ZSOG9zZzQteHpXbUhQNDkwTmUzSWRVQUpTNjhsN19sRDdJcWtOV3NqQXJhb3VXN0p3LUZpWUxjcDBqMzdzM1BzUUxR?oc=5,"Thu, 30 Apr 2026 01:42:00 GMT",Everything you need to know: 2026 Pittsburgh Marathon guide for runners and spectators WTAE
