Store,Analyst,Industry,Type,Title,Link,Published,Summary
Barnes and Noble,Ashwin Nair,Mass Merchandisers,Opening,Barnes & Noble returns to downtown Seattle with May grand opening - MSN,https://news.google.com/rss/articles/CBMizwJBVV95cUxQQWZSeU5FMm1kNG1pTDgwTzNyQ0k4UWczNXB1VldKdG9xWi0zSGVuRlRlc192YmItWHVlbkVTeWtDbjZnaGNPOExiTFJwNkJkdUMzSHBrbVk5WFpFVmc2SWZEU21YQ0RLYm10QnBoMGlwV0xEQW9fbmNrcmRSV1o4RVhMLVpEaW8zS2Q2RmpvSDVmRlk5ekNBbFRkNi1ab2hqZ0Y4Y3N5NWZWSzYzaXdGWkwxbUctQUhhLXV1d29lUVVtYnUtak9IWmsyRXY2UFdkRWxoUWJNZGNlakNTaVpDdHRjRjFhdVZ3cEdkS3VTb3VKZGVwT1BJQVp2cE0xVVFkZGZOem1sT0JhWEdSRlhsYlhYLXlnZUIwMjg5b2JtY2ZHcjNWVEZIRDRtU0xFOHpFMUxKS2dDT0lFblRRNXZhWC1FWFp4TnBHNWFjbVpmTQ?oc=5,"Wed, 29 Apr 2026 17:39:01 GMT",Barnes & Noble returns to downtown Seattle with May grand opening MSN
Barnes and Noble,Ashwin Nair,Mass Merchandisers,Opening,Barnes & Noble cuts the ribbon on sprawling new store as first wave of 60 locations launches - the-sun.com,https://news.google.com/rss/articles/CBMilgFBVV95cUxPMVRkRF81U2tOcEtEbkk3YnJEMlQ4eGFoN2FJRlVlNnhsM3B1WTA2T1dCenRwelJWQlRQS2xDMzhGWnY3SzZ3eVRjOFFPb2JHTmx0V3FEa0pLRnAyQ3VOUXRGZzFMZ041N1ZKRzZoNVhRR0VLU2dHZE40V1U4VXdrWVotRnZheFhGb1pmalZvQzMyYmw1RXc?oc=5,"Wed, 29 Apr 2026 14:58:11 GMT",Barnes & Noble cuts the ribbon on sprawling new store as first wave of 60 locations launches the-sun.com
BJ's Wholesale Club,Ashwin Nair,Mass Merchandisers,Opening,Looking for cheaper gas? BJ's Club just made it easier for Brevard. - Florida Today,https://news.google.com/rss/articles/CBMiggJBVV95cUxQRWVsRjdmYlRVRjNsT05wRHM5SDRlcWhPS0liRURmT1FVTzRrV2hfUFNGZllfRGwzVkVoT2dpdHlnc2RCamtocUM3a2FUaVRNZGhUZFpEdDVJT2tGN05lLU55TDFkN3Z1cXVCUEdra3JqNHBCY3VsWEZSQkhFQmd5akhyYjJXQU5Kc29IUEk4anlkOVNQc0xNME9QekhkQ1d0a2J2UGVkVEhmR0tSTXc5Y2I3U0k4MUN6LWNhclkyQmRySGhRM2tRVFU2dWVIX05sTERhVVhuZ3h6eXVjWlJCbmpvc0VpU0VBMGR2dVR0TTF2cGM4Mk1vdzdxaWpRTFk1OVE?oc=5,"Wed, 29 Apr 2026 13:49:00 GMT",Looking for cheaper gas? BJ's Club just made it easier for Brevard. Florida Today
Burlington Stores,Ashwin Nair,Mass Merchandisers,Opening,Burlington Stores opens new location inside The Shops at Boardman Park - Mahoning Matters,https://news.google.com/rss/articles/CBMidkFVX3lxTE5LR1dMcTNuQWJHYjlsSndyNlU1UWEtWDl6TUhpc0RnMUtTVXowNHllbHZMSGJ6WE1KWWZPNjEtVDcyZmNRRHBqRHlZNkMxQXM3bTBsTnlBSXNHM0tpWmRSTG40WFdSN3pfdW1UT0pmRmxDam8zT1E?oc=5,"Wed, 29 Apr 2026 14:00:00 GMT",Burlington Stores opens new location inside The Shops at Boardman Park Mahoning Matters
Burlington Stores,Ashwin Nair,Mass Merchandisers,Opening,Burlington store opening in Canandaigua this spring - Democrat and Chronicle,https://news.google.com/rss/articles/CBMiyAFBVV95cUxPVWZZY1lVc1locUdMWGV6eFRQZlZkWHktbVRZTkRiNmlQX0NGYmo5MFNfNFpKbDFHc1l5dlpCTHo2NGRoZm02a2JhNjhFSjVVWXVSQ3pvbEtJeV9uVkZORFFNMzgweHNhNEtTbE9HOXhoMjY1SXZLTUZucWhnd05faDhxNE12QjF0RG9tYjNQYVRsMmdzYXAtOV9raGRQdkxjaWxBcHVjaXhncG5ZekFRUkxOdHFyOThNSFZ5anE0eUl2RThZcmR2VQ?oc=5,"Wed, 29 Apr 2026 13:30:00 GMT",Burlington store opening in Canandaigua this spring Democrat and Chronicle
Burlington Stores,Ashwin Nair,Mass Merchandisers,Opening,SCV News | May 8: Burlington to Open New Store at Centre Pointe Village - SCVNews.com,https://news.google.com/rss/articles/CBMihAFBVV95cUxQTVlLZjZKYjZsQldLOXkwUkRYZDY4QU1pSF9mbjhxb0pvRTlubzZQc3llVUtUU0dMSnpNYlFIUnQ5eEoxc0dJcDdkcnVsZ0I2N0VNdGdIUTlhOWF0WFQwODJXZlczNk1jaUUyVS12NGVKRXBHTlI0cl95TUxSb3BSU3BTRkU?oc=5,"Thu, 30 Apr 2026 23:33:49 GMT",SCV News | May 8: Burlington to Open New Store at Centre Pointe Village SCVNews.com
Dick's Sporting Goods,Ashwin Nair,Mass Merchandisers,Closing,Dick's Sporting Goods Pittsburgh Marathon Weekend: Road closures & Detours - WTAE,https://news.google.com/rss/articles/CBMijAFBVV95cUxQOXFwTnFES285Vlo1cGRRRVc0UXhfRHVwTnA2VTIxZkxIYUNqZHZRSFdsT0YtVEVpM29oaDF5SFBvd1lVcU4yUXpGaEVNNzFvWVBhZkdjTkp6dlcwcUpPWFM5cnNRUUZ0dV92cUFTUHU0M2tjWnhSQktYZ01Bc2szZlcxU3FxemdvWDFDeg?oc=5,"Wed, 29 Apr 2026 13:51:40 GMT",Dick's Sporting Goods Pittsburgh Marathon Weekend: Road closures & Detours WTAE
Dick's Sporting Goods,Ashwin Nair,Mass Merchandisers,Closing,Road Closures Announced for 2026 PGH Marathon Weekend of Events - City of Pittsburgh (.gov),https://news.google.com/rss/articles/CBMi5wFBVV95cUxNQ2FvT2RvbGZkNTFScHBrS0VHeXZMWnpXWExHUHdkQlk4VEdXaFRibnh5VnZFOE1JM0xiYmd0U2dYcUZ1MFdqRDRTVGNkV1NiTTI4UW9IZ3p0N3paN1BIS2FGRkM5d3VJb3o5VVkyeTNxZEVWY2I0UTdPZXpfTFVKd1gya3VTeUhIUkNoeTBNNjNvSE5NTnRUTlZFbXZoUkZrX2JqY25BdFFMZU1EamFEZmRTcmJ4OXdZbWt0ZmtnXzJJT2VmTjBYUDJqazdNejI4NU1VN0RQb0RpSzUzZmpzZnBhN3JmSjA?oc=5,"Wed, 29 Apr 2026 13:35:42 GMT",Road Closures Announced for 2026 PGH Marathon Weekend of Events City of Pittsburgh (.gov)
Dick's Sporting Goods,Ashwin Nair,Mass Merchandisers,Closing,Everything you need to know: 2026 Pittsburgh Marathon guide for runners and spectators - WTAE,https://news.google.com/rss/articles/CBMid0FVX3lxTFBPVEJrX0lfQ1pUdEdtSFlqSENMV0RXdE0tNmdYM1Q1WW1sZHVoeDRGNU81T3ZSOG9zZzQteHpXbUhQNDkwTmUzSWRVQUpTNjhsN19sRDdJcWtOV3NqQXJhb3VXN0p3LUZpWUxjcDBqMzdzM1BzUUxR?oc=5,"Thu, 30 Apr 2026 01:42:00 GMT",Everything you need to know: 2026 Pittsburgh Marathon guide for runners and spectators WTAE
BP,Komal Agrawal,Convenience Stores / Distributors,Closing,Repeated BP Highway closures make Pushpalal only viable option - MSN,https://news.google.com/rss/articles/CBMixwJBVV95cUxOSy1xY0VaZTQ2QkFZaVhIcWxhVjdHa0lZQ1lTckZoSUZMYjFTYW5oR09acFRndGpVSEx1VWppWk9jSVAwLXAzSm9OakdXWFl5bzBMdTVVcDBQUmZjdUhxMndTd3VvWnd6ZGgyUHRfVW5xcDNhOHJnNXlWRmpkRHVfQkJGMTNoM1MwM2ZlWDRkeW5EdWhtc2FvSHh1Z1lYVXJhRWdjUExIV0FIdWJCa0FYVW5jLWZWSmpOSHhld3dpLWU2b284UkpfTE04d1FRTF9hdll4OXE5OTYzVUJvOS12c0diY1ZqYlU5QUIwUzhuTXZHR2NNWHRDci1wX255cGc1RVJmQXc1RHNFOTc2TFhQckphNFVVYnRxQ0J6VTYtQVZ1MkxMWlA3aVg5VWVUaTFjSGJob1hZV1Q3alQ5Yk1tWEZwMVgtZkk?oc=5,"Thu, 30 Apr 2026 05:23:32 GMT",Repeated BP Highway closures make Pushpalal only viable option MSN
