Store,Analyst,Type,Title,Link,Published,Summary
BJ's Wholesale Club,Ashwin Nair,Opening,Costco rival BJ’s debuts in Texas as warehouse wars heat up - MySA,https://news.google.com/rss/articles/CBMilgFBVV95cUxNYlIzOS1jaGNNQ1hqZW5GM194UWlOTXFPNC1odUdORnlIc2xDXzl0RF9XZ28ybGZHLWFQUndmelgxUEJVRnFuYnRZX0lUbGRkR3NneGNzdUtSQnpiVjBwMEdiUVc3YkNPLTJfT2JsZkJ3ZmJWS1JWNTZTVjlnLUVOX3NBSmQ1Qm5fc0t0dTA5a1ZnNDZKUnc?oc=5,"Sat, 18 Apr 2026 15:24:20 GMT",Costco rival BJ’s debuts in Texas as warehouse wars heat up MySA
BJ's Wholesale Club,Ashwin Nair,Opening,$2 Gas? New Wholesale Club Opens in Forney with 1-Day-Only Special - Dallas Observer,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPeXM2R3cwdXFoQy1fVHdGcnh3Y2MtS2pXMDhfT0Y5eDBjbE9EaGQ4WEc5X3pxeGU4cFlzM0RNZDB4WGw5SHA2ZjBsODBqME14SEFFS0xwODVtczBJQkxLRDI1dDR3aEVtLXFHc0N1YnQyYTJ0SWJZb1lLUERwZTVSSDAzMGlSNG5Q?oc=5,"Sat, 18 Apr 2026 10:48:51 GMT",$2 Gas? New Wholesale Club Opens in Forney with 1-Day-Only Special Dallas Observer
BJ's Wholesale Club,Ashwin Nair,Opening,Discount chain BJ's Wholesale Club to open first Texas store in Forney - MSN,https://news.google.com/rss/articles/CBMiwgFBVV95cUxOS2ZmNHdQR0Y2NE5DenhUNnMwOHdRaWkxdVZNb1QyQXc0VFlVbFRMVHlLNnY4ZHc0ZnpKRWpKdG9tOUdsWWs1MGdtV1E3MEEzQjZwYUtSbzZ5V29hM0xoLTNBYkpMMy02MlR6UEZ4azY4cnZ0d3dyNTZnTFdKUUxZUE96SUxzaGE1V3hyUlZtZnB6aGVHc015MFVJcFkzdklFdHJVZUN1VkpKMF9mdUlhXzkxemxkdjBmS3lncnZIbHhmZw?oc=5,"Sat, 18 Apr 2026 05:13:38 GMT",Discount chain BJ's Wholesale Club to open first Texas store in Forney MSN
BJ's Wholesale Club,Ashwin Nair,Opening,BJ's Wholesale prepares to open first Texas location - WFAA,https://news.google.com/rss/articles/CBMi0gFBVV95cUxPM2VySHV1emJVYktqdTgxRjBBbWNINnEtd2p0QWZHc3I1WEFJMEk1dzJkZWhPREMzSWltaFExQ24zRkNvcDVkRV9OUEdkWENJeXFNSTg0MGdHVDc3cEJoQUhiSU1WZGVPR0k2M2ZnRUpEUXVrWV9IeHJlOVh1TE5WS1pVXzAtdW5reVFPZDlNSVpEVGpIc3NSNUdfejYtd1hidDFEaDRJRkpPbEN0UWZDT2NXUktjMjNoSm1XdFRfN0l1dGZFc2lDR0pWTU1NUTNzLVE?oc=5,"Sat, 18 Apr 2026 03:00:00 GMT",BJ's Wholesale prepares to open first Texas location WFAA
BJ's Wholesale Club,Ashwin Nair,Opening,First Texas BJ's Wholesale Club location offers $2 gas for members - FOX 4 News Dallas-Fort Worth,https://news.google.com/rss/articles/CBMikwFBVV95cUxNWTVwVWhka0dkajM3NE5KS3hpZlVIOGdYOTZUaGFodmZCY1YxcGxaQkV1c2MyYmoySWR0UHNobnJWYy1KbTVTUU1DaVQxMW9kSW4wbWhSRkhVVkZzY0FyQ2lrb2VRSS1vMzRpM01iZk9ycl9RaV9aTnlabGJzOG1URG9icnlnWURoUVRjZlYzRkF4b3PSAZgBQVVfeXFMTk5PVGxJbWNvcHU4b3lMOTZkdE80M3RzRlRKVnVSY19SUXNCYXdoWU4zNTloR0c5enFYMG9oQk1zd2NQWkRxZFc4TUFrY1MzbENVSlRwTENXRmxLV2hoUTdwQkI5Vll4VXZISTZ1czUzX0lwblR1NFNxMDRRNkw3RnhRdURWUTNDN3lXaW1SZ1RDOVVLYXZwSDQ?oc=5,"Sat, 18 Apr 2026 00:58:19 GMT",First Texas BJ's Wholesale Club location offers $2 gas for members FOX 4 News Dallas-Fort Worth
Hobby Lobby Stores,Bhavesh Phulwani,Opening,Update on Montgomery County’s First Hobby Lobby - The MoCo Show -,https://news.google.com/rss/articles/CBMihgFBVV95cUxOdlprSnlsdFZSZWN3a2Z2VC1nZ1RlQ3d0NzI2UFI0QkJaclQ5Qm8yYkM0VmZZRWtMM3ZFMC1mQzNPOUdqLVJ5VXQ5SHBjZmZEYjBiQ1lIQmlVSXpqeHlhV2RoQ01SNW1WMjBRWGQyU21ndFhBcUJhVFduNkFTOGVwd2ZWMnhvQQ?oc=5,"Sat, 18 Apr 2026 14:56:54 GMT",Update on Montgomery County’s First Hobby Lobby The MoCo Show -
Walmart,Rahul Vasaya,Closing,Walmart partially closing 10 stores in April - full list of locations - Daily Express US,https://news.google.com/rss/articles/CBMijgFBVV95cUxPWHRoOHNobEROQ2VTTUVfSGN5cW9jTmpWNk1oOFlyM19DbkRNRDg3TVpMNDdLN29UZ0JJTHRqLVBZLXhwS0VVWklzYnlIY2ZzaEVSdVgzTWRobHI4TGFfTm5SSDk1NC1OOGUxdDR1QWJEaE44XzU0SzZFMzA4UWt5Y0UzbFpYS3dNaVhWTnJ30gGTAUFVX3lxTE1DdDdCOGxZSDhUVlNuQzg5dmhQNk9lalc3aDFqdDR6S3NXbGp2LVMySDZmVUg3MEZfQzFkMXVvNXI2LW9wXzRacjBWaktISkI3SXZpRHFSbW55T3ZvY2t4X0J5bHZtaFNDTzNaVi1ITm9DSzBnZWozT2VSQ3RHS3Vwa0NHVUJhWldYVXd2TWFyN0ppbw?oc=5,"Sat, 18 Apr 2026 11:00:00 GMT",Walmart partially closing 10 stores in April - full list of locations Daily Express US
Wawa,Ayushi Chandel,Closing,Goulais River Flooding causes Road Closures - Wawa-news.com,https://news.google.com/rss/articles/CBMikAFBVV95cUxPN0h6Q01jZFVsOUhWV0xwWk1MOXhIaDlSeFI1VGs5bkwwMkswbllhQm9qZElYN0cwdHZuWml0eVlHbHBRSldGNjh0UU1kM1BHRFZxaGdya2ZvY1hCV0JONEUzN2Fad0pfcm5DODk4Z1J6Y3g0emo3SDA0WV81bUFwUkxqZmZXQmVTSGhQUkFtYm8?oc=5,"Sat, 18 Apr 2026 11:57:11 GMT",Goulais River Flooding causes Road Closures Wawa-news.com
City Market,Ayushi Chandel,Opening,New fantasy-themed stall to open in city's market hall tomorrow - Yahoo News UK,https://news.google.com/rss/articles/CBMifEFVX3lxTE1DWUpHZUNJMlFtQk5YSFo4bC1DVGxuQ2ZTVVh1QlNoWGR0TmlKd0ZVZXhENTJjSFhjS1Q4N1IxOHdGWkVNODNkSzUtazZIaEd2YUZKdV9ITFFfTU82eVctSG5HMlhLUDNISU1KZDg0bnA5aThLWHVXVVB6elY?oc=5,"Sun, 19 Apr 2026 04:00:00 GMT",New fantasy-themed stall to open in city's market hall tomorrow Yahoo News UK
Macy's,Harsimranjeet Singh Ghelani,Closing,The rise and fall of Sunrise Mall: A downward spiral - Citrus Heights Sentinel,https://news.google.com/rss/articles/CBMingFBVV95cUxPbDNBb0VDRkZjeHFKVTJ1TkZjaFV2Z1pJSUtac3JVX0wxa2RIVGI3WTlNRXFIdS1IRFdxLW1ROUdLd09wOUhJdXZzSkJqQkNSSzU5a1RtZTk3UGRMd2p3NjVzdEpZNkpmTGJhcTRnZTd0ZTBGLTlzMlJmbEMzZkdrQ1lnVzR6Z0lmM09ac2VxT0NlYWs2ZTdTeTd4eE5MZw?oc=5,"Sun, 19 Apr 2026 09:29:18 GMT",The rise and fall of Sunrise Mall: A downward spiral Citrus Heights Sentinel
