Store,Analyst,Type,Title,Link,Published,Summary
Barnes and Noble,Ashwin Nair,Opening,Barnes & Noble to open new stores in Georgia as part of nationwide expansion - MSN,https://news.google.com/rss/articles/CBMi3gJBVV95cUxPazJhUlFPVi1MaDdXYm0weEdqbWFibGxNeVd0ZlRSY3Zua3hLR0dmY1lESk9yeWtGT1NwdWludjVLRGM1VGJRSWFZUmxrWU9VenU3VTJkbUZ3S3FuNjF6b0RsV3ZJYXRLRXItNkpWbzVsNTUwV0hONm1CUTBHUnZJbVlrZ1NkeHhvd2h1TXZNcU1XcGRYeXc2d0xfeXEyZ01kT21WRm05cUJ4U0JzVW5QY1lKckhKOUd0SC1MY1lOelJWUWExQm5adV9TeGp5MVgtekJmdzZIbUtxSmsxb3MyOXAwbi1QRmFBN0VYV1JuZXlRSEM2dUZQOWZyajVvSFBMdDhCQVpnclNvZXR6QmIxRW0wektia3VqQ1Vld1Z2ajM5YnJNeTF1QWoxSlFtVjBOWERWZ19oaERGVkJadHhRaTltN3MtcWo5emdxQnBwU0JmRVQwWVR1RWY1dTdZZw?oc=5,"Mon, 06 Apr 2026 15:04:57 GMT",Barnes & Noble to open new stores in Georgia as part of nationwide expansion MSN
BJ's Wholesale Club,Ashwin Nair,Closing,BJ’s Wholesale Club extends store hours across Long Island - News12 | Westchester,https://news.google.com/rss/articles/CBMivwFBVV95cUxNLXJRdHVnYWJieVlfTHpUNTFuMTUwRTFWTUV5NDJqM2tsekwyYkNrN3ZYR0VPOC1hYldOaGJMbURVUnNZZURkNm5IQ3lpTC14bktnd1JFZjl2VDhCQUJzYUV4Qk03bVdZLWpxNzIzTVphLUNMVXE4My1Qd3FvTTViS01OUGFBQVhMN3hLTGJXa1Zma09qcGo3dHF6T3c5eUJpZDQ0QWJTQ3I1d3l4SlNDM0JTdU5NZFRtUWJqMXZ1OA?oc=5,"Tue, 07 Apr 2026 16:27:50 GMT",BJ’s Wholesale Club extends store hours across Long Island News12 | Westchester
BJ's Wholesale Club,Ashwin Nair,Closing,BJ’s Wholesale Club extends store hours across Long Island - News12 | New Jersey,https://news.google.com/rss/articles/CBMijwFBVV95cUxQcnY2NXpVZ1dsRTBQTUVXR3BzYThqR1g3dXNscWVTckFOVWRIcVJ4Ml9jbE1XNThRNmFiZE1SZGtGT0tRbG54WGIzQWZJZGI5Mk85bHhFNzhDSm1lOHhWcVZ4MUFITjF2VDFBU3dtRENCWDVOVkVvUU1XOElyR2doaGVabTJPQ1M5LVpaNEpfaw?oc=5,"Tue, 07 Apr 2026 10:47:07 GMT",BJ’s Wholesale Club extends store hours across Long Island News12 | New Jersey
BJ's Wholesale Club,Ashwin Nair,Closing,BJ’s Wholesale Club extends store hours across Long Island - News12,https://news.google.com/rss/articles/CBMikAFBVV95cUxNemJ2ZGdRLVhMWFJReURwNURFZ21LU2VXTGtST1V4MXAtbWZiSzd4LXktbnFFNHlmNUJBZmJhdVBIQ3RERHhwRVFMSXBUeUZuQmZsR2N4c19JbGtLVjBDMXplUnluZ2VoeDBQQ1czdUpjZlI4NmlfcGt5d0x4a242Y1BTVmVqbXhUZy1yekJaTHg?oc=5,"Tue, 07 Apr 2026 10:24:42 GMT",BJ’s Wholesale Club extends store hours across Long Island News12
BJ's Wholesale Club,Ashwin Nair,Closing,BJ’s Wholesale Club expands store hours - Supermarket News,https://news.google.com/rss/articles/CBMijAFBVV95cUxPOVFSWjFWUEtONTFnMFVsTDlqOGZOTVNRT2RscDdOVTlUTHNwMG9DWjNtRzBKV2ZDOVV3ejlub1FuaGJwMmpqQlY1aEdULUFpVEtySVYxRmdvM244eGhzbFlnVlRVSk9JcF8tRzEzV3N6eE9yX2ZSN3lXN2tzTDdQYWIzX0V5cXpRU1hhRw?oc=5,"Mon, 06 Apr 2026 17:41:18 GMT",BJ’s Wholesale Club expands store hours Supermarket News
Burlington Stores,Ashwin Nair,Opening,Burlington Stores announces new location in Rochester - kaaltv.com,https://news.google.com/rss/articles/CBMiigFBVV95cUxOV1ZVRk02VXlGZk50bmplTGdMNjZFa0dIVnlLaTlEaEp0b0ZLM0ZmSEl2X2tkMElnOGJEWENaam5JMFFLODJsNGc1TnJVZVVXRFR0U1ZrNG1jV29mYlZSalJ1NGNKRWZfNVJ4NmRibEhoZHRfblVBRUp0bFZPdW5sczJaYldFXzhleHc?oc=5,"Tue, 07 Apr 2026 14:31:00 GMT",Burlington Stores announces new location in Rochester kaaltv.com
Burlington Stores,Ashwin Nair,Opening,Burlington to open new store at Blue Star Shopping Center - NJBIZ,https://news.google.com/rss/articles/CBMihAFBVV95cUxNZWU0LWdXajJoMkttcGZYemtla0JtOVpYc3NtNy1QYjdjY0xLekJ3SXdoX19PT21jNGNSWXUwNVlqOWZsbGRiZ0w1N1N5cXZNQldzdWxIYUJldWNzbDZncnNZY1U3bXhieDk2TS1LaTJwVk51TVVMaDJzdzR6Ti1FSTIzdzM?oc=5,"Mon, 06 Apr 2026 17:36:29 GMT",Burlington to open new store at Blue Star Shopping Center NJBIZ
Dick's Sporting Goods,Ashwin Nair,Opening,Dick’s Sporting Goods bringing location to Tomball - Community Impact | News,https://news.google.com/rss/articles/CBMiwAFBVV95cUxNemZVQTNCR0RRNEpvenc2a3ZaTjl5VGh1eXVva3IwUl96Q0J2am1WQmoxRVRMQW94Mm55ak9fQkhMV29FSmxLb0N4N0lKemRuVG5TUEt0cVJXTFR3VW8xbFlPb2xFQkNLRFQ0VGZ6UW90MGZxdEhtSVdpTUdZd2taSDFUU01wWXdGWS1udjdoMnhhRVVaZlB5OGRCallTYnE1RTlhTWlPMDRRaUJwbnNvR28xUkdxcURyaWZXUmZKak8?oc=5,"Wed, 08 Apr 2026 16:28:00 GMT",Dick’s Sporting Goods bringing location to Tomball Community Impact | News
Dollar Tree,Ashwin Nair,Closing,Map Reveals Supermarkets That Closed Most Stores In March - Newsweek,https://news.google.com/rss/articles/CBMigAFBVV95cUxOZk1ybF9SRThITDF5MkNyRm5nb2dMWmw5ejJxeXFPcjVfSll5dVBiNGFKV2M1a2FwRXVHYmJqWTdIR2JWUHJMS3RBWThOdzNMZG5wTUJzakNlUkF6V0hiemF3WU9MOTF5YkJzdzRwUXJseVBlbVhQNWRPbVo3VzZ3Tw?oc=5,"Wed, 08 Apr 2026 09:49:00 GMT",Map Reveals Supermarkets That Closed Most Stores In March Newsweek
Publix Super Markets,Ashwin Nair,Opening,Publix Super Markets expanding in Kentucky - WBKO,https://news.google.com/rss/articles/CBMifEFVX3lxTFB1QWpGbGx5Z0g2czdocVFkNVdobkVaZlVlemhlNlRUY2p6OHRPS2xrWXJfM05yRzY0ZU5tU2dPeldEYzBnSmxxYmdMWFRZRVhWRXdUc3kxa3VhcTR2LWZldFNLNDNUYXpWVmhGLVBYVGJqbjBSZ3V4OXBFY3LSAZABQVVfeXFMTkNwU2g5Tkxlbk9oaW5ubWlkS3RHTzM0b3lfdkFxeG9mOFM3NmppTEVqbkowbjl4bFR0aVZDbkh2THNPVjlsVlpsdWtHV3d1T2J5X0h1MzFTUGRhcDFpanR2d2JtZzROTjk3ZW9aemdpOWVOTEhvNWVlRmhOWEtEYnNxMVZJMUxoR3pjbzhFNjdt?oc=5,"Wed, 08 Apr 2026 18:28:00 GMT",Publix Super Markets expanding in Kentucky WBKO
