Store,Analyst,Industry,Type,Title,Link,Published,Summary
Academy Sports + Outdoors,Ashwin Nair,Mass Merchandisers,Closing,Academy Sports prices $500M debt deal to repay loans and 2027 notes - Stock Titan,https://news.google.com/rss/articles/CBMiswFBVV95cUxQdlY1SDF4TzlCZS1Zc0NyWmE1WVZLdXd0cTRya3gyRDZBaUtwbHZLWjF2QXFGOVJoSllud09HTEFseHhaUjRfbXlaVDIxYnlJa3YwUUJfYi1DQ29LOERmR3dTenRWOE9hc0JCck1keUNaNkdKek1yLTNYa21OaVl6d2hpR0ljY3J6Rmx2M0tPODFNSURLMkp6SDhKbldxMEMyZmdzZzY1ejNWMlk4ODVyOERhcw?oc=5,"Mon, 04 May 2026 20:57:46 GMT",Academy Sports prices $500M debt deal to repay loans and 2027 notes Stock Titan
Academy Sports + Outdoors,Ashwin Nair,Mass Merchandisers,Closing,Academy Sports + Outdoors Announces Pricing of Senior Secured Notes - Yahoo Finance Singapore,https://news.google.com/rss/articles/CBMilAFBVV95cUxQRHB6dzRrRS0zVGVCb1JRVTk3WUllcE44LUdIMDFZYU1rMlppY2czemFiSnowd25KVzdwbzdjZlFRSGtnRm5pZEprQ2w0U1otUV85VGhTQzlzcWVOU01XVDgweUxtTW1WVzRsbXJBaEJjWWFFZE03T3luYUxlY1RFQWdCd2ZOU2pyVXp1X1ZmLXZnUy00?oc=5,"Mon, 04 May 2026 20:54:00 GMT",Academy Sports + Outdoors Announces Pricing of Senior Secured Notes Yahoo Finance Singapore
Barnes and Noble,Ashwin Nair,Mass Merchandisers,Opening,Barnes and Noble to open brand new bookstore with cafe in sprawling development in WEEKS - the-sun.com,https://news.google.com/rss/articles/CBMifkFVX3lxTFAyWlY3OEZGblV4T1ZRV0pYS0libG8zdkhyT3g5RDJ2R0d0cHZFMzFLdS10UnZWVXNPNnJOQmw3SWdWX0VpcGxpbllBM2Z0eFA4NlZ0NE5CNnJUQ0V1QWhiM3ZIaEc2OHpiTUtFbnNaQzlhZ2xHQXNMVVJISnFiUQ?oc=5,"Sun, 03 May 2026 12:31:36 GMT",Barnes and Noble to open brand new bookstore with cafe in sprawling development in WEEKS the-sun.com
BJ's Wholesale Club,Ashwin Nair,Mass Merchandisers,Opening,BJ’s Wholesale Club eyes second Texas location - Drug Store News,https://news.google.com/rss/articles/CBMie0FVX3lxTFBXOEVjNUNzRjJYX0RRRDJOX0tHUmxZYVlBeEVBWVBjdWp2c2tCWkpfVm9CRG9JYzFicWV0ZkZab09iVlF3amx6Q05mNzBIOGR5SjBDV1lyYTViOEZ4SVZNa2l4bkRfQWpyajNQSFlZeWRKR3hFVjlXZEJvcw?oc=5,"Mon, 04 May 2026 18:54:22 GMT",BJ’s Wholesale Club eyes second Texas location Drug Store News
BJ's Wholesale Club,Ashwin Nair,Mass Merchandisers,Closing,BJ’s Wholesale Club eyes second Texas location - Drug Store News,https://news.google.com/rss/articles/CBMie0FVX3lxTFBXOEVjNUNzRjJYX0RRRDJOX0tHUmxZYVlBeEVBWVBjdWp2c2tCWkpfVm9CRG9JYzFicWV0ZkZab09iVlF3amx6Q05mNzBIOGR5SjBDV1lyYTViOEZ4SVZNa2l4bkRfQWpyajNQSFlZeWRKR3hFVjlXZEJvcw?oc=5,"Mon, 04 May 2026 18:54:22 GMT",BJ’s Wholesale Club eyes second Texas location Drug Store News
Burlington Stores,Ashwin Nair,Mass Merchandisers,Opening,Burlington opening 26 new US locations in May. Here's where - USA Today,https://news.google.com/rss/articles/CBMimgFBVV95cUxPR2MtMkp1ZndORk15ODF1ZFFrS2p0UXBJX1dmaWVCekJ2eVdJcHpETjI0Mkk4TlFnd0oyenQ3V2p1QS1NZGl5TDExZEs2NXRhSWRLT1Q1TklBNmZvWUttVkY1UmRXcFlNMzg3dDdaaTlLcmdKSVhwVVVtLWs0MVJ5MGdpTmpaMWVHRWNkMTZKVXo5WXRtUUZqNlFB?oc=5,"Mon, 04 May 2026 22:27:00 GMT",Burlington opening 26 new US locations in May. Here's where USA Today
Costco Wholesale Corp.,Ashwin Nair,Mass Merchandisers,Opening,Costco closes on land purchase in Franklin for new store - The Business Journals,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNbHRLb3l6Rkh6ek9HcTZ4NDVvSnJsQTN6X0FHOG51RGFXUjlHekRzMEJRZmlXS2lkSXRjMGwxaVF5VmE0WktoV3U0Wi1vT2JwSWpNS1MwWlRaaFlGQlh1Mm1SSnZpUGQxcnJidmR3UERrVnJPcUMwWjEwTGR5bWZ3a0hla2U0anY3Wk1wU1MwR2pqWmE5QmJGVXhhMTRHZU1sSXc4eWRFSlc?oc=5,"Mon, 04 May 2026 15:41:00 GMT",Costco closes on land purchase in Franklin for new store The Business Journals
Dick's Sporting Goods,Ashwin Nair,Mass Merchandisers,Opening,8 things to know: Former Bed Bath & Beyond in Towson gets new tenant - The Business Journals,https://news.google.com/rss/articles/CBMirgFBVV95cUxNTUMxeUs2VEFySVhmbGN5MU5yQmFkeHN1YjktdURCVEFNSWdLYmhaczV3U0pfdk42OUV0b2hBblowYXFxUFYzM3pEZDdrZFdSTFNjemhLWXk4aGN2dEtwQjhsTG5wUzJhVWFGX2MyQTd5M0RfZVRfdTV0WlZmb2ZlUTJENFo3T3hUYzZ5T3hWM2JmNEVOZTd3QlBHOHlZdWk4SERKMktMWFd3enIzc2c?oc=5,"Mon, 04 May 2026 10:25:00 GMT",8 things to know: Former Bed Bath & Beyond in Towson gets new tenant The Business Journals
Dick's Sporting Goods,Ashwin Nair,Mass Merchandisers,Closing,Dick's Sporting Goods Pittsburgh Marathon Weekend: Road closures & Detours - WTAE,https://news.google.com/rss/articles/CBMijAFBVV95cUxQOXFwTnFES285Vlo1cGRRRVc0UXhfRHVwTnA2VTIxZkxIYUNqZHZRSFdsT0YtVEVpM29oaDF5SFBvd1lVcU4yUXpGaEVNNzFvWVBhZkdjTkp6dlcwcUpPWFM5cnNRUUZ0dV92cUFTUHU0M2tjWnhSQktYZ01Bc2szZlcxU3FxemdvWDFDeg?oc=5,"Sun, 03 May 2026 08:39:00 GMT",Dick's Sporting Goods Pittsburgh Marathon Weekend: Road closures & Detours WTAE
Publix Super Markets,Ashwin Nair,Grocery,Closing,Is Publix Open on Easter 2026? Stores Closed as Chain Honors Longstanding Holiday Tradition - International Business Times Australia,https://news.google.com/rss/articles/CBMitwFBVV95cUxPazFHN1ZSQ0JWa000aVUxQ3lIdDNUUE5Ib3R5emZDbS1zLTBXd19EVE8wWkhYUnJwMFRrT3Z6dEhJdVNkM1NfbjBFQ3VoZE9BVVp0VlhHS2JqMXh4ZDJvNnBWbnJRMGhfVlp1WGJZMTA1bnRlSU5mcGctNmUwbmhqZ3NaaWN1bF9pWHhRREQwM0FHQjRaR1FZTWdVazZ1Q2h3czYxd2kwRDQ3Y1RyMERraGhfSzNscUk?oc=5,"Sun, 03 May 2026 15:39:00 GMT",Is Publix Open on Easter 2026? Stores Closed as Chain Honors Longstanding Holiday Tradition International Business Times Australia
Walgreens,Komal Agrawal,Drug Retailers,Closing,Walgreens closing 27th & North Milwaukee location June 23rd - WTMJ,https://news.google.com/rss/articles/CBMilgFBVV95cUxPQTRxeExDUlpoWWJnN2F2NmxhM3pCZmp1bG5Gdl93emFKS0cxWlBtMVZZaFNxQUYzYldyYTdVZXhvcFhsTl9tQkFOdzhWanV0RXd6NkZqQ1pJVzZXYktJTm52NWhxblZQVVA1WGZaaUw1VFFpVzlUR25YZXcwRUkwM3pkdE5WTnk0ZmlVOGt0TWZlNTk1a0E?oc=5,"Mon, 04 May 2026 23:36:29 GMT",Walgreens closing 27th & North Milwaukee location June 23rd WTMJ
Walgreens,Komal Agrawal,Drug Retailers,Closing,"Walgreens is shutting down this Milwaukee store due to ""safety concerns"" - WISN",https://news.google.com/rss/articles/CBMirAFBVV95cUxNaDhkd3lwdGRfWHJUYzlMSGZvcDZ2X2ExMmFOQTBCVVFxcmwtMHRpaENwdmhNcDdEZnhwWUV0RXh4N0pqVmxhMUZlZi1hMVNxX2NYUnp4RGJHS0tIRVRLZl9EZHNEbDB0SFFfVWpzNDhfdXVpR0pJMnZzQ21pS20zWmhzc1NDWHRLMjFlWElKTDBneGNQcmJSRXA1LUR3dGlhcW1fX2l5U1pyak83?oc=5,"Mon, 04 May 2026 23:06:00 GMT","Walgreens is shutting down this Milwaukee store due to ""safety concerns"" WISN"
