Store,Analyst,Industry,Type,Title,Link,Published,Summary
Burlington Stores,Ashwin Nair,Mass Merchandisers,Opening,Burlington Opens New Store In Santa Clarita - KHTS Radio,https://news.google.com/rss/articles/CBMitwFBVV95cUxOYk5lMzY1TEE2ejI5Qi12U2g4bllwaGN4N0hxemZqUTMyOUN1TDYzTW52NXMzdlZsVmpXUGFaT3p3ZFdndHByOVNZTmZzemhMR2RoOE13aVdlSVZwMUY0eEY4UEs5Y2dYNVBoeFJPZjllUk5oNUlzVW45ekdrZ2x5b0p5MF9VTWMxUTB3dDJSMnAzQWZQQjV5MlJqdUw3UmJBeS02c1F6NzZkSUt4N2FiRGhud1hKUTg?oc=5,"Fri, 08 May 2026 17:53:30 GMT",Burlington Opens New Store In Santa Clarita KHTS Radio
Burlington Stores,Ashwin Nair,Mass Merchandisers,Opening,Burlington adds 4 Ohio locations during major expansion - AOL.com,https://news.google.com/rss/articles/CBMiggFBVV95cUxNcmwtLTNTYjdhZTNlVHZFQ2dBMGJLM25fUng3UzVyWFE1dVhWVk5BQUtuaGx1eVcxeHg5bmdaWUp3QzJCd1BnMTNNRTgwTk04QTV5TmQ3WkRJNkFvUERSUmcyeU5uUzJ4RG1sdlY2T1VQQl9NSU1yX2h1cXFpVng5SzlB?oc=5,"Fri, 08 May 2026 16:00:19 GMT",Burlington adds 4 Ohio locations during major expansion AOL.com
Burlington Stores,Ashwin Nair,Mass Merchandisers,Opening,Burlington adds 4 Ohio locations during major expansion - Cincinnati Enquirer,https://news.google.com/rss/articles/CBMikwFBVV95cUxQV3k0ZXZhOTQtc2puMHJOcmMtMEFFeFlfbVZKUVR4NGxyNGZIcEVQOTdDcWluN0hmSGt0SEQtVVpybTE0MzNrazgxOFpRMXJvcWlTMkxlbWhFaEZ3cG5FS2ZaTzZ4UXdXU1EwdEtFVHBGcDY2RjFLMmNTZzRvQlByaTYzTkdDcWxkeGZFRmE2X1g1MFU?oc=5,"Fri, 08 May 2026 15:47:00 GMT",Burlington adds 4 Ohio locations during major expansion Cincinnati Enquirer
Dick's Sporting Goods,Ashwin Nair,Mass Merchandisers,Closing,End of the road for Dick’s Sporting Goods rival as 175 stores on chopping block - the-sun.com,https://news.google.com/rss/articles/CBMikAFBVV95cUxOeUZxOWdERW92YjFaVjUwTHZWb3l2bjlpTF93TGRYZDY0TEMxYVN6NGUtUkY1UXNyanlfYTY3TUJHbXJmUjIwdDRDNTRoSEJjXzZmbGVuQzI3ZXlOMTlJM0UwUWFjMnY1SVFseFhQM1pTRUVMc1d1UlUxSTZ0aDVDa0Fiel9xSUJwdUlWQ3dQMkE?oc=5,"Fri, 08 May 2026 16:07:08 GMT",End of the road for Dick’s Sporting Goods rival as 175 stores on chopping block the-sun.com
Walgreens,Komal Agrawal,Drug Retailers,Closing,"Townhall meeting held between Chatham residents, Walgreens officials regarding store closing - CBS News",https://news.google.com/rss/articles/CBMinwFBVV95cUxPTXk3VGY5RDBQQnhZSUw5RFh1Ym42bVVwUEJzNHI4eG55aGdzcGhaOVFldkhWQ2VaM2ZZUXBtdzJKVEhTbTNrZWRKOWtMczV6UTZIY0oyLUxMYl90amlPTTVtYzNLeG14VDFSRzZSanY0dVpXQ01tZGdkUEU3TGw5XzNDZEpqNVdiYzBYQTlPMDl0SE5vRGZvRF82ZXc5U28?oc=5,"Sat, 09 May 2026 22:47:29 GMT","Townhall meeting held between Chatham residents, Walgreens officials regarding store closing CBS News"
Walgreens,Komal Agrawal,Drug Retailers,Closing,Essential retailer shuts hundreds of stores as protests grow - thestreet.com,https://news.google.com/rss/articles/CBMipgFBVV95cUxQRlpOMWNBOXUzajUxdFhiY3RSU3gtNzc1Rnc3anNCSlpxVXhuV0J0UjJWVGM5dzhKclhZMEdSQWczOXFrUmxHc0laQU1yclJGYUN1MVpDbXhyQVdKSkJsOThDZ1lYRnhvTjlQZVB4eHQ1T1FuczJUak5aTG51UnFDajB2MlR6YjhXcW9IcjJZb0xBa3JiblplMUUtVmJjakROYVZjVHdn?oc=5,"Sat, 09 May 2026 20:59:48 GMT",Essential retailer shuts hundreds of stores as protests grow thestreet.com
Walgreens,Komal Agrawal,Drug Retailers,Closing,Alderman Hall slams Walgreens store closures - The Chicago Crusader,https://news.google.com/rss/articles/CBMifkFVX3lxTE9lcXlTV2FMVGFRLUpJSXVaWHE1WlZFdFp3M3pJN255RXhtbk8xV2pJVVpTRkVUbXlJeERUcWRFY3IzNDRYcWpZTy1sZjZkNmkwYUk0eXVwWWV3NzMyeUR0SThvdmgyeHdKaUpGVVh2SkxWVF84ZU5QQWlmcmxMUQ?oc=5,"Sat, 09 May 2026 17:24:04 GMT",Alderman Hall slams Walgreens store closures The Chicago Crusader
Walgreens,Komal Agrawal,Drug Retailers,Closing,Walgreens closures raise concerns about pharmacy access - Private Equity Stakeholder Project PESP,https://news.google.com/rss/articles/CBMingFBVV95cUxQZU5idXRWUTVQLTZoYkpTOWNlNUhoU1F3T0ZrcjlPTEN0M2hyVzZpX2lnX0IydDVDdXhVYlhPMzliUFlwY2N4UGRCa2lwcDJiU0M0bWtNekE4dThBUVMtOWxrd2pMN3pjdTNjODVyV0cxenoxNFR2YVhYMHdqQ3FDMUVfck9LR3JWLWNldTlmMnZhUnhmbHllODdLOWpnQQ?oc=5,"Fri, 08 May 2026 20:26:29 GMT",Walgreens closures raise concerns about pharmacy access Private Equity Stakeholder Project PESP
Walgreens,Komal Agrawal,Drug Retailers,Closing,South Side Walgreens closures fuel fears of more drugstore deserts - Crain's Chicago Business,https://news.google.com/rss/articles/CBMimgFBVV95cUxOd0l4SnJPeHBtYUhGYWVKbkhjdE9jazNJR3dWRU0yVFd1OUNXVlh1eFdnUmFfam83bHBwckRJbi1VN3NmVTUtaEMyMVh4WmtnQmJiNzZ2ekVwRXFBREtMS0ZENmxqUTZqTkluYlczVlR1QVlCZGRtRnpHOUEta2FNbWtpYkhUT3VBMEhrWXZMTVNNSEZQLVBpMmdR?oc=5,"Fri, 08 May 2026 10:15:00 GMT",South Side Walgreens closures fuel fears of more drugstore deserts Crain's Chicago Business
BP,Komal Agrawal,Convenience Stores / Distributors,Closing,BP Highway Partially Reopens After Rain-Induced Closures - Ratopati,https://news.google.com/rss/articles/CBMiiwFBVV95cUxOQmY4anI0LUlOc3JVbDFnOVNNMEtHRVh3THpKSnBCNndIYXhSYnBoam5LTFRveUthTjh0WGFSaGhFcGRmMHF5R1Q3dTFEUkxXZzBLaFVIMFFQVXdxN0N0LVNRM1R3bC1xY3IwVEJwN1c5UDl2ZDdvQjNDb2I3WG8zLVM4MmhwLVhTd2tR?oc=5,"Fri, 08 May 2026 12:03:41 GMT",BP Highway Partially Reopens After Rain-Induced Closures Ratopati
Giant Eagle,Komal Agrawal,Grocery,Closing,Morning Roundup: Draft-related road closures coming to an end; Giant Eagle issues turkey recall - TribLIVE.com,https://news.google.com/rss/articles/CBMiygFBVV95cUxQSGxLcmwyVGN3QzdYbFZrbVQyVkxveFFWZ2g5cG9SVXB5eHc1S2h4VHJzRExUOG5nd2NicDFhRWktcjI3ZnZsaTBVdGZkVzRWY2cwOUoyRHEtTGJiZV9kWC04dW1SdFZ5a0tDS1hoRWFpTFRHWTlka3JxN1QyM0VjRGlybExVWC0yd0ZWQTVjMjByNklrUTJDdHhvYkJXT1g2ZDlRb0duYjM4Nkl2bVdrZWRRT25RbEpKY1BmdkloY1JBVHZqdmNjVlpB?oc=5,"Sat, 09 May 2026 00:11:15 GMT",Morning Roundup: Draft-related road closures coming to an end; Giant Eagle issues turkey recall TribLIVE.com
H-E-B,Komal Agrawal,Grocery,Closing,Lawton Residents Really Want Oklahoma's First H-E-B Location - KLAW 101,https://news.google.com/rss/articles/CBMiREFVX3lxTFAwUktJMTNnQ2JyeFh1d2dncU5PNEYyeFh0M2JGSGo4c1F4ZmNkUFp4dWt3ODh2bE1kR1dEandRQlFPZUpE?oc=5,"Fri, 08 May 2026 19:59:31 GMT",Lawton Residents Really Want Oklahoma's First H-E-B Location KLAW 101
O'Reilly Auto Parts,Bhavesh Phulwani,Mass Merchandisers,Closing,NASCAR Results Today: O’Reilly Series Results at Watkins Glen - Sportsnaut,https://news.google.com/rss/articles/CBMilwFBVV95cUxOQXRqZGhNZUZmVWJzck1SU2p3M0NHc3VSRzU4RFNKN1RZeWc5OGdDeVJnWW1qY2tpY0pTLXNyOWxzUzhjUDRibzN0SjdXTTJ5dDRRVHpIREZXdTVSQTFYT1ZtTUQ5MFhycm9zckJIcFZ2aWNPXzlmaDBQeC01bVZjSXAxWWUyRVd6bklLcThVdHNMYXpYeUVj?oc=5,"Sat, 09 May 2026 23:13:46 GMT",NASCAR Results Today: O’Reilly Series Results at Watkins Glen Sportsnaut
O'Reilly Auto Parts,Bhavesh Phulwani,Mass Merchandisers,Closing,At-track photos: 2026 Watkins Glen International race weekend - NASCAR.com,https://news.google.com/rss/articles/CBMilwFBVV95cUxPTlRqdllOc0pDamNBd01fVk5HbEVfTS1Zc0o0RlFPWFlkNFdXQXRLNkJnMjJTdnYwNWwydUxQbXN5YzNmQ2dTZWdWRzBFeDU1aVE5dUFGc0cxRkh2SzJOeDhVbjdMVWY2MzVZMTZYU0dsSmIwbXdlTnZ0dHE4T2lkTTYxWlNrUFRmR0ZPellkamljRFFSNkRj?oc=5,"Sat, 09 May 2026 21:14:57 GMT",At-track photos: 2026 Watkins Glen International race weekend NASCAR.com
Scheels,Dhiraj Manghani,Mass Merchandisers,Closing,Scheels Home and Hardware Closes Last Store in Fargo by End of 2026 - HarianBasis.co,https://news.google.com/rss/articles/CBMiekFVX3lxTFBDRTUtdnBaSWtqUFg3cDJCNnVoU2lrQXpZbENZMnhBZ0FpOTBWV2dlclNjWG1CZE5nd055bHZUVTAzTVhteXpiQWFkdUo5Qm1GaW1NZ0YzUkJxYzlZZDQzZUpQMUc2aC13VTl3My15Ui1ZZTB0RHdGczlB?oc=5,"Sat, 09 May 2026 08:13:45 GMT",Scheels Home and Hardware Closes Last Store in Fargo by End of 2026 HarianBasis.co
