Store,Analyst,Industry,Type,Title,Link,Published,Summary
Academy Sports + Outdoors,Ashwin Nair,Mass Merchandisers,Closing,Academy Sports prices $500M debt deal to repay loans and 2027 notes - Stock Titan,https://news.google.com/rss/articles/CBMiswFBVV95cUxQdlY1SDF4TzlCZS1Zc0NyWmE1WVZLdXd0cTRya3gyRDZBaUtwbHZLWjF2QXFGOVJoSllud09HTEFseHhaUjRfbXlaVDIxYnlJa3YwUUJfYi1DQ29LOERmR3dTenRWOE9hc0JCck1keUNaNkdKek1yLTNYa21OaVl6d2hpR0ljY3J6Rmx2M0tPODFNSURLMkp6SDhKbldxMEMyZmdzZzY1ejNWMlk4ODVyOERhcw?oc=5,"Mon, 04 May 2026 20:57:46 GMT",Academy Sports prices $500M debt deal to repay loans and 2027 notes Stock Titan
Academy Sports + Outdoors,Ashwin Nair,Mass Merchandisers,Closing,Academy Sports + Outdoors Announces Pricing of Senior Secured Notes - Yahoo Finance Singapore,https://news.google.com/rss/articles/CBMilAFBVV95cUxQRHB6dzRrRS0zVGVCb1JRVTk3WUllcE44LUdIMDFZYU1rMlppY2czemFiSnowd25KVzdwbzdjZlFRSGtnRm5pZEprQ2w0U1otUV85VGhTQzlzcWVOU01XVDgweUxtTW1WVzRsbXJBaEJjWWFFZE03T3luYUxlY1RFQWdCd2ZOU2pyVXp1X1ZmLXZnUy00?oc=5,"Mon, 04 May 2026 20:54:00 GMT",Academy Sports + Outdoors Announces Pricing of Senior Secured Notes Yahoo Finance Singapore
Barnes and Noble,Ashwin Nair,Mass Merchandisers,Opening,Barnes & Noble returns to downtown Seattle with May grand opening - MSN,https://news.google.com/rss/articles/CBMi5wJBVV95cUxNLXRvZXhBQllIQmFYdjdjRUREbVBkOXUtdFNuVEY5RFFCVGRPMFlIQVNxVXNUZkFmUDlQZ0dCSmtkOHVnNDV5bDl2b1FOc21hVGJsMEIzOUdIc1RoeERvNklzMm90aS02eEplZ2pVNDBvZjZCbTVRYkdxV0hnUlV4OVZHcTZuMi1xRTRYak5nUzAyeDdtWVJPX1p5WURIVUJRbDJISldmSVFoeldqTTJISHdiak5FZWlvNkRBSUNtc0pwU1dDWVhmeE5Scl9vYTBOR3c3ZDdIZTZOdnlBaTRZMWRpUHBnd3plZjdybi0xY0xsTXpNX01xUHBsVDhSN2RYeWJpUlZFbThXUl8tN2hDak5YTG5RenBydDdUWGh3NXYyejJmNkhIV2NuaTJ3cEwzZHVxa3pEM3kzX005ai1aS1V6bENWSVl4VzdKX0pfWGVhUDlhakdwMFVHR05CSGVmQmtTekY0UQ?oc=5,"Tue, 05 May 2026 13:00:28 GMT",Barnes & Noble returns to downtown Seattle with May grand opening MSN
BJ's Wholesale Club,Ashwin Nair,Mass Merchandisers,Opening,BJ’s Wholesale Club Fort Worth Location Set to Open on May 8 - Yahoo! Finance Canada,https://news.google.com/rss/articles/CBMigwFBVV95cUxNdEVZN2dvYzBGeW9XVFRhWkNPcXE5RGlSRVZlc09Ham9wU3dyTm5teV9XcmZJWHJ4dmYxTFMyZzFiZk55WjdEQ05RdXREeEFhX3M1cUU1SEhadHBOeVo5OXFJMUZCX3JmaGVlRXktQ2QxQ1oydDJDSmZfWEZDc2xNbnpOdw?oc=5,"Tue, 05 May 2026 20:01:00 GMT",BJ’s Wholesale Club Fort Worth Location Set to Open on May 8 Yahoo! Finance Canada
BJ's Wholesale Club,Ashwin Nair,Mass Merchandisers,Closing,BJ’s Wholesale Club eyes second Texas location - Drug Store News,https://news.google.com/rss/articles/CBMie0FVX3lxTFBXOEVjNUNzRjJYX0RRRDJOX0tHUmxZYVlBeEVBWVBjdWp2c2tCWkpfVm9CRG9JYzFicWV0ZkZab09iVlF3amx6Q05mNzBIOGR5SjBDV1lyYTViOEZ4SVZNa2l4bkRfQWpyajNQSFlZeWRKR3hFVjlXZEJvcw?oc=5,"Mon, 04 May 2026 18:54:22 GMT",BJ’s Wholesale Club eyes second Texas location Drug Store News
Burlington Stores,Ashwin Nair,Mass Merchandisers,Opening,Burlington plots major May expansion — including 3 California stores - New York Post,https://news.google.com/rss/articles/CBMimgFBVV95cUxNUk9Md095TUpzSUpUZkMzUFlxTklwSWZ5TEgxS3UwYjZwb2lTNFFNd2tCRlhVRENJdGVlbXhVQTRNSjlBOUprczJXWndEYWRTRERFMGJ4dG9HLTRnYjNQd1dEMXNmdWR2MlBwZkNRWXlQeF96MGVvY0dLZGd0RmJyTkFZaldCZ3RES01BRXJ3WHRqLUtvTHVvUUpR?oc=5,"Tue, 05 May 2026 20:06:00 GMT",Burlington plots major May expansion — including 3 California stores New York Post
Burlington Stores,Ashwin Nair,Mass Merchandisers,Opening,"Burlington sets grand opening, giveaways at new Horseheads location - Star-Gazette",https://news.google.com/rss/articles/CBMi0wFBVV95cUxPSkx6LUZQX2taTG5PakRtbGxkcUpGOWFPWlh6bi1vMENqSnJ3dUlfTnY5azQ1T3BiM1dHNzlYMDZIN3RIY0Foc2UtUThadFJ0cmhtdzNjaTNZTFowWTZzbFlSSTh6LXV4TnhscGpvWUJGaGI1VTFOLXdnQ3JkeUdMaU1OUnhicFRNRVNiY00yVi1XQzFjZ04tN0w1dXFSSFB6bkRURnptQzEtcG40cEsyWmxSSFdyQllFZGNlYl8zdndxd0NmZ2s4OUhBS0JOTk05N2dN?oc=5,"Tue, 05 May 2026 18:56:00 GMT","Burlington sets grand opening, giveaways at new Horseheads location Star-Gazette"
Burlington Stores,Ashwin Nair,Mass Merchandisers,Opening,Burlington to open new store in Louisville as part of nationwide expansion - AOL.com,https://news.google.com/rss/articles/CBMigwFBVV95cUxNS25adlNtZGpfVjZTZFpydmdZcWtoblJNR0RZZmhOZ3d1RURpWFM2X0pqa3Nwem90ZTBZcV85b1JHUmdnb2ZvM3AxcDE2dmFVQklhajY4NmFCTW5yelAxNUk5OHhLam9FUlM1T2o4YVdmNWc1UlZZMk1ScWRyYkcxRDl1Zw?oc=5,"Tue, 05 May 2026 17:25:03 GMT",Burlington to open new store in Louisville as part of nationwide expansion AOL.com
Burlington Stores,Ashwin Nair,Mass Merchandisers,Opening,Burlington to Open New Stores in the U.S.: Where and When - Revista Merca2.0,https://news.google.com/rss/articles/CBMihwFBVV95cUxNZl9jOE85cEpTWS1tRXc5TFNUaFlwcG1zSnR6dHN0aTFHUEJxMmJBdVRJNGw4eW9BQUpfOFFaUVJ1NmVVWWZaMGxRTEhvVFR5UmZHWTJSdVZFdEVwNTdRTnE5REhUVTlCSTFjNjdMd0NiOV82dy1JSHBWMWprczNkbS1XMGtmV0U?oc=5,"Tue, 05 May 2026 17:19:58 GMT",Burlington to Open New Stores in the U.S.: Where and When Revista Merca2.0
Burlington Stores,Ashwin Nair,Mass Merchandisers,Opening,Burlington Opening New Stores In 20 States This Month - AOL.com,https://news.google.com/rss/articles/CBMihgFBVV95cUxPSXUzM1VVNkdhX29QMnNQU0QxZUFTOU9jUXM4TGhfZFpaUGRnNGVhdVpNdmJtZ243MGZBQ2sxOWNZNVhrQUQ3bUo3bFpyQlpTMjNqbDd3aGVCUFYzYW5DcUdrQmRtdENaeVhjdEV0c2JJWWVOQnFTdFQtQ0YwQmZYT2RSaXUxQQ?oc=5,"Tue, 05 May 2026 16:10:39 GMT",Burlington Opening New Stores In 20 States This Month AOL.com
Burlington Stores,Ashwin Nair,Mass Merchandisers,Opening,Popular discount retailer opening 26 stores across 20 states in May: Here’s the list - MLive.com,https://news.google.com/rss/articles/CBMixAFBVV95cUxQSC1VZTJ3aTlSMHpDNHRYeGZOMENxTzJwUk40R1NZcnhyOUprM2IxVmtUMnpkMjRFT0NOSnVkQ2FHTWoybGRBOHdRTmtpOFoyUW1vZ3g2S0NaaFpyVHI1Q0dGdmo0ektVSjIwbHRDYUtPUlBLUnZjN3ROZFFBS01OR1lFN0xBX0tNVmZxaVZuemg3Vnd0cklqbURzNEtUeGdlZm04VTdsN21nTmZtS05PZ1FCOGlxNUxySkwyYVd6UGlyX1hC0gHYAUFVX3lxTE52Ym9BcnZyWEFNTUhvLUwzdnB4SFRNOVlxMkRRRWtWUERoMTBBTl84NlhZT2JfLUpTcjQ0bXNPeEZpcWhLUzVyTDBVNnJiN2ZOQ3hYc3JxWlJWQV9EbGlzZUNXZWg2bDRYY2RvcXJocndnemI4SGQzaWwybjFvSUw4X2l2QXd3a29RWElIN3pINU1DV1lHWUV5clNxemgzN3I3c0RueGFzVlEtTjM5TFNsbS1GaExVSURodEU5V1V2Vkk3T0hnU2FRMVBxa3VoNU5BU00zRFV3Sw?oc=5,"Tue, 05 May 2026 15:46:00 GMT",Popular discount retailer opening 26 stores across 20 states in May: Here’s the list MLive.com
Burlington Stores,Ashwin Nair,Mass Merchandisers,Opening,Burlington sets May deadline for shoppers as 26 new stores confirmed - the-sun.com,https://news.google.com/rss/articles/CBMijwFBVV95cUxNRW05Q1cwUm4yTElXRmpJUV9CYnhDZDFhdUpjTTVZOUxrVlBDQ1FYMld3VXJWZHZRRTF0ZFJra19wMWc5WTRlVHR4dzVSVUItUXNJSUFPcEJXcGxxbDh6aTFfZ09wMTJiRmQyYWhycWE5WThIeXF2QnZHUHVWVDZZdzAyNUEtMm9oazRwa0tLZw?oc=5,"Tue, 05 May 2026 15:17:59 GMT",Burlington sets May deadline for shoppers as 26 new stores confirmed the-sun.com
