Store,Analyst,Industry,Type,Title,Link,Published,Summary
Barnes and Noble,Ashwin Nair,Mass Merchandisers,Opening,Barnes and Noble location coming to Mobile - AOL.com,https://news.google.com/rss/articles/CBMigAFBVV95cUxNYm11NGVkTTl2Z1VobkJpSDRlRnpoTTFGTlM3UFhiMVJJMWFCN0x6WnhlVTFJa2pHWmhvTDFyX3N0Nm5uSGYxYnJXN3AxZUNYcFRhSndPVzFlM19SbFd6TXVmcE1mT1lhbE9ka3Y2X1BHNHZVeVhBQzlFSzBjdUx0eA?oc=5,"Mon, 11 May 2026 23:51:45 GMT",Barnes and Noble location coming to Mobile AOL.com
Barnes and Noble,Ashwin Nair,Mass Merchandisers,Opening,Barnes and Noble location coming to Mobile - WKRG,https://news.google.com/rss/articles/CBMihAFBVV95cUxOeDNzQXlUNkpOdFItNjlUQ2wzTHowaDhKNzdmenhkUkRTWHBmQUR5M0NGQ2JEcU5wdzFTcEJEM254S0hyUmdoX0JrRmltMmNGc3l1ekhNOEdQelFYTlFaUUthQUpKSWx4Nl9oOTlSMm9yRWdpM3JvbTQyQjB5MHVORXAybE7SAYoBQVVfeXFMTkdNRU1NQW41WE9Iai1OdzY5bDFVQWpORG42NExDNVQzRkd5VDVlQ2FlVG9NcjRfeWg0VFBoa1FxVTAwdFlBd1dMQWZBeGZyeWg4Y09iZi1rcEtmNk1xTXpZNVV2WEJUdk9TbExBY29ZZ2kxX0h0ODk2eGZXeXVZX2NYRHlmS216eDlR?oc=5,"Mon, 11 May 2026 20:31:08 GMT",Barnes and Noble location coming to Mobile WKRG
BJ's Wholesale Club,Ashwin Nair,Mass Merchandisers,Opening,Sponsored: BJ's Wholesale Club celebrates expansion into Texas - WFAA,https://news.google.com/rss/articles/CBMikAJBVV95cUxPVHNxNEdYSDllREh3YzBQbnYyOFhHTXZYWnBhTkdvRGJxZG85RFJkVGtFTWRoRDVWSWhodVJua0tsOVpWX3M2T0tjLUdPMnFjc0c3RXllREEyczJrWTUxbXhSVmt0WElCR1FCYWVkZmc3R093MEJ1bENRM0VNajRvSWNtUmNlWDR1ZVhuelJ0bXAybFBMdTM3TjRDZ0Nwc0ZQcElUSHMtU1kwdC11c0hrYW9OZ1NUVzNqc3U2OC1OU3Nua1VlR1pjcUUxeFBlblhpd2RqeG5wYXdneXZqUnl3OVJ6RnVwZ3BSV3dxbGNVNm5CTUVCNW9uMDF1WGlnNmJOMnRuSktIN0sxdldqS3NOYw?oc=5,"Mon, 11 May 2026 19:19:00 GMT",Sponsored: BJ's Wholesale Club celebrates expansion into Texas WFAA
BJ's Wholesale Club,Ashwin Nair,Mass Merchandisers,Opening,BJ’s Wholesale Club Expands North Texas Footprint - Store Brands,https://news.google.com/rss/articles/CBMifEFVX3lxTFB4cDNFNDVqVzRNWkZrSUR2UDJaZGg1eEZFMmlzczUyTmFDdzJNbWE1a0hBY3FZSWVpOEFuY3Z3SmtFSTJ5THBIOFM2VnN4aXZWZ2lQMXJFcmdaZzdVaThVN0VyRndVZVZMOFBwT0dZV2VfVVBFcGpVY3Fac1Y?oc=5,"Mon, 11 May 2026 13:58:42 GMT",BJ’s Wholesale Club Expands North Texas Footprint Store Brands
BJ's Wholesale Club,Ashwin Nair,Mass Merchandisers,Opening,Texas drivers get $2 gas as BJ's Wholesale opens Grand Prairie club - Stock Titan,https://news.google.com/rss/articles/CBMitAFBVV95cUxNNlBWN1B2SnRPR3d1YTZTTjdjWTViUXVOU2pxRXVUV08tak9UdnE5SWFnWm9IVnlSM1RMeUpYSmtqZGp1Sm5jVEZBc2pYOUhvNEpUa0d2aGJKWUNuVTdmcnlSNUNKNHFZMFJUSFlOMlBKZ0dDRnhDZllNNjdGc1JQMXJISFBTNzViOGlhcnhPNWdlWnRkd2V3VVVmUTF4b2dsQ21EYlp5M0tqQ1VQWHllZjBoNnY?oc=5,"Mon, 11 May 2026 10:48:05 GMT",Texas drivers get $2 gas as BJ's Wholesale opens Grand Prairie club Stock Titan
Dick's Sporting Goods,Ashwin Nair,Mass Merchandisers,Closing,Rapids lose first match of Matt Wells era at Dick’s Sporting Goods Park to St. Louis CITY - The Denver Post,https://news.google.com/rss/articles/CBMiggFBVV95cUxPeTF2WXZKOVQxcnZzYkg1d215QkVrR1c5bUZxeUhXN0xmN3FvX1ZMNGwyR00xWXhfMTUtLUJMQ3pBUnNnQ29zX3F1YlVfM0RoNGwyeWhpQXhRY3l1d2JvT2p6ZnZKMkpMb29RX1lSdEM5WnZlS09kOHFyeVRYdkxkX3h3?oc=5,"Sun, 10 May 2026 17:25:50 GMT",Rapids lose first match of Matt Wells era at Dick’s Sporting Goods Park to St. Louis CITY The Denver Post
Dollar Tree,Ashwin Nair,Mass Merchandisers,Opening,Dollar Tree opening in Rothschild at the end of the month - WSAW,https://news.google.com/rss/articles/CBMifkFVX3lxTFA5YnRWb0NKOGxqNGxNd2lDcDloU21QNTVQN0JDTUl0TktiMEJNek9rUm9UWDN0blpNLV9SYVUtQmFmNHhldFpfVDlBRUdTcmc2bmhKM2I4LXVxSjRlSDMzM09JNVhlSk9JUndlZFl0aXZvajlmb2p4ZzZLRUlJUdIBkgFBVV95cUxOUzhXaU8wdTQzbFBvZHB6THUzandsYUtYY3ZvZ3l1ZG42bncyUVBIanlBVEppNjhFQm13bUo2Vl84WkVWQ3BOZF9mWW1lLVRIcERfR1pyTGZCTkNSdk1uNXprYldQUTBWRjlBaENzUFB2aVVOM0FHM01OMVZ4bGFaelJjYkxZUVo5YzgwU0NmZi00dw?oc=5,"Mon, 11 May 2026 19:37:00 GMT",Dollar Tree opening in Rothschild at the end of the month WSAW
Walgreens,Komal Agrawal,Drug Retailers,Closing,"Chatham residents, Walgreens officials discuss store closing - CBS News",https://news.google.com/rss/articles/CBMiogFBVV95cUxObDdzSHJpcEZfUU9BSi1iekNOV2gyYmstSThyS0l3YTJTMENSQmpSY1ZJOThJWHNFdVBNZWdieHlXR2l2VmFaa0dtUVlVRDJfbjhSSTNvQXZ0QnA2S3N6TjhrYmdqNk9JeUZkbXYtZ2ljMWZkbnpXVUJfTU5DanlsdUNHMHFWY0Y0c1I5bk9lTVladzlvQTVRWmU3blhBRGZYQkE?oc=5,"Sun, 10 May 2026 20:28:00 GMT","Chatham residents, Walgreens officials discuss store closing CBS News"
Walgreens,Komal Agrawal,Drug Retailers,Closing,"Walgreens to close Chatham store after more than $1M loss, cites theft and declining sales - FOX 32 Chicago",https://news.google.com/rss/articles/CBMitgFBVV95cUxNREktajV0cHJaQTMtTmMySExhUXF6aTNQdExMVWlmYmtTQkhRRUs2RjVjdkl4Y3J1eHNnUllibktIOEdYdDRUWGI3VWN5RThDS2JPdVh6MU4ydjZPM0tDS19mV1g4aW5DcGpTTUh3TmdrR1VQMEZfQWl4dXRCLTRZelQwLS1ud19zcGJaZFNJRjVaX0pISTJTRjYyMHU0NUJmSUROZ0VsOURFSUloYVVkU3E2Q0RkQdIBuwFBVV95cUxQa2QwQjlsUzJVMm5LdWh0RUxMVFV4akxmcVdsalhSSDhfWTFEWFhaZWlleXEyeXY0YjAzVk4yRmNhVUF6YzRYSlQ5RzV4WVctZzgwcUJUZ1lkSHVyb1lBNEZPUTRQamVRenZ3d1FqN01UeHQtak1mVVVXMl9TUndSbmR6d2pNRjlQOUJRQTJUZXZnWXFOUGk4UThlb2Y4cXY3MWYyM2ZyZ0o3bDdnY2p5bWtETDdDblN0VEpN?oc=5,"Sun, 10 May 2026 02:33:40 GMT","Walgreens to close Chatham store after more than $1M loss, cites theft and declining sales FOX 32 Chicago"
Walgreens,Komal Agrawal,Drug Retailers,Closing,"Walgreens to close Chicago store after losing over $1M due to rampant theft, falling sales - Fox Business",https://news.google.com/rss/articles/CBMivAFBVV95cUxPVHhvNWgyenJ5Sl9WZ2MzSk94NGN2TWdPNGJIazIyQ1BqQmhvZ2NHWlV0bXpEYmEwbndlX1FKYkVON2xIUkl5TDZwQ09BWDl3OWk2UE9pc2xtOUVtZ3UwVTBjVGxDSVpseXZjX0NoUjFGU3VSYTYyX2E5WUF1ZzZSakEyM29MRDlNenlxcHlsRGdCbTBLdkwtTWNCWUc4dDRhMVFycFA2WUZCYWxvYVhQNThZNTZfUWo1MUp3btIBwgFBVV95cUxQbDFUazJ6REQySGpmcFVJaFFSemRmOTBKekhLemM0SUNPMDBDeGNGbXJlcDNJRFlZUEFPMHlHeWNDU3RxRnBiNnIyM3VXRE93aV9OS2NKQnVKcnBBYWw0emVkNG00bC1XZHk2RC1GYlV0OXhIMzFsOUNVZ1pLOHdYeEhNbDhYSG9WelBGWE5iMFNpX0JoWjkzZVpUcEs1NWpSTnNOM3BSXzQ2ekRfQWdScm9nMkJhVEcwVi1CUjRDaTk0QQ?oc=5,"Mon, 11 May 2026 18:08:00 GMT","Walgreens to close Chicago store after losing over $1M due to rampant theft, falling sales Fox Business"
